label,nodeType,order,path,price,link,imageLink,description
Pasta,ProductClass,1,"Inventory,Food,Restaurant,",,,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-6/Pasta.jpg,
Vegeterian,ProductLine,2,"Inventory,Food,Restaurant,Pasta,",,,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Salad.jpg,
NonVegeterian,ProductLine,3,"Inventory,Food,Restaurant,Pasta,",,,,
Cheese Pasta,ProductType,4,"Inventory,Food,Restaurant,Pasta,Vegeterian,",180,https://drive.google.com/file/d/1pggTZVZu-r3xOjbwhBNIplWYa0Q1Mtr5/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/CheesePasta.jpg,
Red Sauce Pasta,ProductType,5,"Inventory,Food,Restaurant,Pasta,Vegeterian,",150,https://drive.google.com/file/d/1bYA7qgN13lVrwUJoglzLq0jKQlv3DPB8/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Red-Sauce-Pasta.gif,
Pink Sauce Pasta,ProductType,6,"Inventory,Food,Restaurant,Pasta,Vegeterian,",160,https://drive.google.com/file/d/1g685MfbYnt_vtaDjg2KkbDMxysATwxFk/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Pink-Sauce-Pasta.jpg,
Cheese Pasta with Garlic Toast,ProductType,7,"Inventory,Food,Restaurant,Pasta,Vegeterian,",210, ,,
Cheese Pasta with Garlic Cheese Toast,ProductType,8,"Inventory,Food,Restaurant,Pasta,Vegeterian,",220, ,,
Sizzlers,ProductClass,1,"Inventory,Food,Restaurant,",,https://drive.google.com/file/d/1gMl8okzWmJEbl3fiCbOve3dcr2VOn3_W/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant7/Sizzlers.jpg,
Vegeterian,ProductLine,2,"Inventory,Food,Restaurant,Sizzlers,",,,,
NonVegeterian,ProductLine,3,"Inventory,Food,Restaurant,Sizzlers,",,,,
Veg Sizzler,ProductType,4,"Inventory,Food,Restaurant,Sizzlers,Vegeterian,",310,https://drive.google.com/file/d/12s4KO_heQ-X8UOEkBIu7D1tiHtBiNe_P/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/VegSizzler.jpg,
Paneer Masala Sizzler,ProductType,5,"Inventory,Food,Restaurant,Sizzlers,Vegeterian,",310, ,,
Mushroom and Noodles Sizzler,ProductType,6,"Inventory,Food,Restaurant,Sizzlers,Vegeterian,",320,https://drive.google.com/file/d/1KB1CZIwQvWwzMRCo1s1877GCk-F2U9r3/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/MushroomandNoodlesSizzler.jpg,
Manchurian Sizzler,ProductType,7,"Inventory,Food,Restaurant,Sizzlers,Vegeterian,",320, ,,
Sandwiches,ProductClass,1,"Inventory,Food,Restaurant,",,,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Sandwich.jpg,
Vegeterian,ProductLine,2,"Inventory,Food,Restaurant,Sandwiches,",,,,
NonVegeterian,ProductLine,3,"Inventory,Food,Restaurant,Sandwiches,",,,,
Veg Sandwich Cold,ProductType,4,"Inventory,Food,Restaurant,Sandwiches,Vegeterian,",70,https://drive.google.com/file/d/1XTMmRev6nfPij9yyy5ZjOjrje2bo6heq/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Veg-Sandwich-Cold.jpg,
Veg and Cheese Sandwich Cold,ProductType,5,"Inventory,Food,Restaurant,Sandwiches,Vegeterian,",75, ,,
Cheese Sandwich Cold,ProductType,6,"Inventory,Food,Restaurant,Sandwiches,Vegeterian,",75,https://drive.google.com/file/d/12SSrrJWeePfwqhe-AuXzerBbf6icV8vk/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/CheeseSandwichCold.jpg,
Coleslaw Sandwich Cold,ProductType,7,"Inventory,Food,Restaurant,Sandwiches,Vegeterian,",90,https://drive.google.com/file/d/16I-6Vpl6UcZhQKYKAQKFeHlIDLrCB7R1/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/ColeslawSandwichCold.jpg,
Russian Salad Cold,ProductType,8,"Inventory,Food,Restaurant,Sandwiches,Vegeterian,",90,https://drive.google.com/file/d/1E_IpqNfnHKcA9KMQT5L22zsDHc3DEGnS/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Russian-Salad-Cold.jpg,
Paneer Garlic Sandwich Cold,ProductType,9,"Inventory,Food,Restaurant,Sandwiches,Vegeterian,",90, ,,
Spinach and Corn Sandwich Cold,ProductType,10,"Inventory,Food,Restaurant,Sandwiches,Vegeterian,",90, ,,
Veg Sandwich Hot,ProductType,11,"Inventory,Food,Restaurant,Sandwiches,Vegeterian,",75,https://drive.google.com/file/d/13Gctzvzk9yvOUyiA4ptlQ3RMNN73f2OM/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Veg-Sandwich-Hot.jpeg,
Veg and Cheese Sandwich Hot,ProductType,12,"Inventory,Food,Restaurant,Sandwiches,Vegeterian,",90, ,,
Baked Beans and Cheese Sandwich Hot,ProductType,13,"Inventory,Food,Restaurant,Sandwiches,Vegeterian,",90, ,,
Cheese Chilly Toast Sandwich Hot,ProductType,14,"Inventory,Food,Restaurant,Sandwiches,Vegeterian,",110, ,,
Cheese Chilly Millie Sandwich Hot,ProductType,15,"Inventory,Food,Restaurant,Sandwiches,Vegeterian,",110, ,,
Veg Club Sandwich Hot,ProductType,16,"Inventory,Food,Restaurant,Sandwiches,Vegeterian,",120,https://drive.google.com/file/d/1E0H8OzJcnLxyb6zDOzPl0KOBVOAgwiKF/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/CheeseChillyMillieSandwichHot.jpg,
Tomato and Cheese Sandwich,ProductType,17,"Inventory,Food,Restaurant,Sandwiches,Vegeterian,",120,https://drive.google.com/file/d/1m5CoeYpA9ezXgvBtC8ZdX-cFxkz_pz59/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Tomato-and-Cheese-Sandwich.jpg,
Spinach and Corn Sandwich,ProductType,18,"Inventory,Food,Restaurant,Sandwiches,Vegeterian,",100, ,,
Achari Paneer Junglee Mayowich,ProductType,19,"Inventory,Food,Restaurant,Sandwiches,Vegeterian,",120, ,,
Peri Peri Veg and Cheese Spike,ProductType,20,"Inventory,Food,Restaurant,Sandwiches,Vegeterian,",120,https://drive.google.com/file/d/1OlUKxthjr3O2whOJqGAYmDlrbx5ht_PS/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Peri-Peri-Veg-and-Cheese-Spike.jpg,
Oriental Veggie Bites,ProductType,21,"Inventory,Food,Restaurant,Sandwiches,Vegeterian,",120, ,,
Mexican Re-fried Beans Masalawich,ProductType,22,"Inventory,Food,Restaurant,Sandwiches,Vegeterian,",120, ,,
Breakfast,ProductClass,1,"Inventory,Food,Restaurant,",,,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/categoryimages3/Breakfast.jpg,
Vegeterian,ProductLine,2,"Inventory,Food,Restaurant,Breakfast,",,,,
NonVegeterian,ProductLine,3,"Inventory,Food,Restaurant,Breakfast,",,,,
Grilled Pav Bhaji,ProductType,4,"Inventory,Food,Restaurant,Breakfast,Vegeterian,",100,https://drive.google.com/file/d/1Pv5Hdi_f585BEp9e-U5zC0PR0RJVMDCK/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/GrilledPavBhaji.jpg,
Chinese,ProductClass,1,"Inventory,Food,Restaurant,",,,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/categoryimages3/Chinese.jpg,
Vegeterian,ProductLine,2,"Inventory,Food,Restaurant,Chinese,",,,,
NonVegeterian,ProductLine,3,"Inventory,Food,Restaurant,Chinese,",,,,
Manchurian Combo,ProductType,4,"Inventory,Food,Restaurant,Chinese,Vegeterian,",250, ,,
Paneer Chilly Combo,ProductType,5,"Inventory,Food,Restaurant,Chinese,Vegeterian,",280, ,,
Mushroom Chilly Combo,ProductType,6,"Inventory,Food,Restaurant,Chinese,Vegeterian,",280, ,,
Burgers,ProductClass,1,"Inventory,Food,Restaurant,",,,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Burger.jpg,
Vegeterian,ProductLine,2,"Inventory,Food,Restaurant,Burgers,",,,,
NonVegeterian,ProductLine,3,"Inventory,Food,Restaurant,Burgers,",,,,
Veg Burger,ProductType,4,"Inventory,Food,Restaurant,Burgers,Vegeterian,",75,https://drive.google.com/file/d/1d4T4ocGTOibUjikI_CZrc4fkIRChDq8d/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Veg-Burger.jpg,
Veg and Cheese Burger,ProductType,5,"Inventory,Food,Restaurant,Burgers,Vegeterian,",90,https://drive.google.com/file/d/1flCRY87ixCEYvu7dFsq7UuXItbHORARd/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/VegCheeseBurger.jpg,
Chatpata Paneer Burger,ProductType,6,"Inventory,Food,Restaurant,Burgers,Vegeterian,",90, ,,
Schezwan Veg and Cheese Burger,ProductType,7,"Inventory,Food,Restaurant,Burgers,Vegeterian,",90,https://drive.google.com/file/d/1AbhpelsTJHkQ5MZ3nv3Jyw4Kin_4nKfu/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/SchezwanVegCheeseBurger.jpg,
Franky,ProductClass,1,"Inventory,Food,Restaurant,",,https://drive.google.com/file/d/1Jtsh9gEBmmlREpdSZhUrs15gQbp6OK_Q/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Veg-Franky.jpg,
Vegeterian,ProductLine,2,"Inventory,Food,Restaurant,Franky,",,,,
NonVegeterian,ProductLine,3,"Inventory,Food,Restaurant,Franky,",,,,
Veg Franky,ProductType,4,"Inventory,Food,Restaurant,Franky,Vegeterian,",75,https://drive.google.com/file/d/1Jtsh9gEBmmlREpdSZhUrs15gQbp6OK_Q/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Veg-Franky.jpg,
Veg and Cheese Franky,ProductType,5,"Inventory,Food,Restaurant,Franky,Vegeterian,",90,https://drive.google.com/file/d/1ViTlMVPsWjuA5qOKpy_yR2AetmDJMiv6/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Veg-and-Cheese-Franky.jpeg,
Tandoori Paneer,ProductType,6,"Inventory,Food,Restaurant,Franky,Vegeterian,",90,https://drive.google.com/file/d/190P1j08niHS97gRy8QItZ4qjoVuyAK9B/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Tandoori-Paneer.jpg,
Mushroom and Cheese,ProductType,7,"Inventory,Food,Restaurant,Franky,Vegeterian,",90,https://drive.google.com/file/d/1BBwkGS3DW6SxqQd7i_6vN-OYrSa11ccL/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/MushroomandCheese.jpg,
Schezwan Veg,ProductType,8,"Inventory,Food,Restaurant,Franky,Vegeterian,",90,https://drive.google.com/file/d/1UqKFKeH3pdAZthGp8LqTr_WrdAc_y-2l/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Schezwan-Veg.jpg,
Paneer Bhurjie,ProductType,9,"Inventory,Food,Restaurant,Franky,Vegeterian,",90,https://drive.google.com/file/d/1cpf_bynUsgzc8y6rXx5fSrZuTv7dxig9/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/PaneerBhurjie.jpg,
Noodles,ProductClass,1,"Inventory,Food,Restaurant,",,,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-6/Noodles.jpg,
Vegeterian,ProductLine,2,"Inventory,Food,Restaurant,Noodles,",,,,
NonVegeterian,ProductLine,3,"Inventory,Food,Restaurant,Noodles,",,,,
Hakka Noodles,ProductType,4,"Inventory,Food,Restaurant,Noodles,Vegeterian,",120,https://drive.google.com/file/d/18FsWPwx8tncps1VikLC9UIbqDKRGPPyF/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/HakkaNoodles.jpg,
Schezwan Noodles,ProductType,5,"Inventory,Food,Restaurant,Noodles,Vegeterian,",130,https://drive.google.com/file/d/18mRtY1WH0owVL-322PHRxXJadtxCVAmA/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Schezwan-Noodles.jpg,
Chilly Garlic Noodles,ProductType,6,"Inventory,Food,Restaurant,Noodles,Vegeterian,",150,https://drive.google.com/file/d/1UOIyuV65D2mm8KJH3FU37Ky3MY7I20He/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/ChillyGarlicNoodles.jpg,
Veg Manchow Noodles,ProductType,5,"Inventory,Food,Restaurant,Noodles,Vegeterian,",150, ,,
Rice,ProductClass,1,"Inventory,Food,Restaurant,",,,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Rice.jpg,
Vegeterian,ProductLine,2,"Inventory,Food,Restaurant,Rice,",,,,
NonVegeterian,ProductLine,3,"Inventory,Food,Restaurant,Rice,",,,,
Veg Fried Rice,ProductType,4,"Inventory,Food,Restaurant,Rice,Vegeterian,",130,https://drive.google.com/file/d/1bz2y7h_zxW5FIwkPU1ouPFuPXrxVdyrI/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Veg-Fried-Rice.jpg,
Schezwan Rice,ProductType,5,"Inventory,Food,Restaurant,Rice,Vegeterian,",140,https://drive.google.com/file/d/1GKO3YVjZ7d_a-_WJkiE7mWyZFQFK7k-u/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Schezwan-Rice.jpg,
