label,nodeType,order,path,price,link,imageLink,description
Mutton Maratha Handi,ProductType,24,"Inventory,Food,Restaurant,NonVegeterian Entree,NonVegeterian,",470,https://drive.google.com/file/d/1-c3OCMmStgWNyy5oGfrsacERKvXz2oAx/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant7/MuttonMarathaHandi.jpg,
Mutton Maratha Handi Full,ProductUnit,25,"Inventory,Food,Restaurant,NonVegeterian Entree,NonVegeterian,Mutton Maratha Handi,",470,https://drive.google.com/file/d/1S6knzUTpF516Gj_jYXblz3NqzUAk8ZJ7/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/MuttonMarathaHandiFull.jpg,
Mutton Maratha Handi Half,ProductUnit,26,"Inventory,Food,Restaurant,NonVegeterian Entree,NonVegeterian,Mutton Maratha Handi,",260,https://drive.google.com/file/d/1zzgOxWC6FzdNgndi7SYXv7BrfNdLz_vU/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/MuttonMarathaHandiHalf.jpg,
Special Shahi Mutton Handi,ProductType,27,"Inventory,Food,Restaurant,NonVegeterian Entree,NonVegeterian,",600,,,
Special Shahi Mutton Handi Full,ProductUnit,28,"Inventory,Food,Restaurant,NonVegeterian Entree,NonVegeterian,Special Shahi Mutton Handi,",600,https://drive.google.com/file/d/1kb7zn2gMEKsPmYedy4Kt6s5Y_xKLIMAa/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Special-Shahi-Mutton-Handi-Full.jpg,
Special Shahi Mutton Handi Half,ProductUnit,29,"Inventory,Food,Restaurant,NonVegeterian Entree,NonVegeterian,Special Shahi Mutton Handi,",350,https://drive.google.com/file/d/1QyER06UinW2HXNbViB0Y9_4LAVj3ncwH/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Special-Shahi-Mutton-Handi-Half.jpg,
Mutton Masala,ProductType,30,"Inventory,Food,Restaurant,NonVegeterian Entree,NonVegeterian,",200,https://drive.google.com/file/d/1-4YOHkbknBQIIukm4yZwJM6f8unGYrqS/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/NonVegeterian/MuttonMasala.jpg,
Mutton Fry,ProductType,31,"Inventory,Food,Restaurant,NonVegeterian Entree,NonVegeterian,",200,https://drive.google.com/file/d/19UlcaHpNTF7E8S6xFlTvhyUuq3L1fZAq/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/MuttonFry.jpg,
Mutton Kharda,ProductType,32,"Inventory,Food,Restaurant,NonVegeterian Entree,NonVegeterian,",250,https://drive.google.com/file/d/1tD-O7t0Q6DtQKnMO1VZLbLYHSi0Ntu9s/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/MuttonKharda.jpg,
Mutton Kolhapuri,ProductType,33,"Inventory,Food,Restaurant,NonVegeterian Entree,NonVegeterian,",200,https://drive.google.com/file/d/1RJcCHg8Q0w4v8uFNs-RxxWui8qSGS6eD/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/MuttonKolhapuri.jpg,
Mutton Adarki,ProductType,34,"Inventory,Food,Restaurant,NonVegeterian Entree,NonVegeterian,",210,https://drive.google.com/file/d/1lk11LvbkngTh59eADbygEwUm0IMtE8nt/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/MuttonAdarki.jpg,
Mutton Rogan Josh,ProductType,35,"Inventory,Food,Restaurant,NonVegeterian Entree,NonVegeterian,",220,https://drive.google.com/file/d/1TTGlZZnUJnG2KoIQxAvP17zHME2OTGV_/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/MuttonRoganJosh.jpg,
Chicken Malvani,ProductType,36,"Inventory,Food,Restaurant,NonVegeterian Entree,NonVegeterian,",350,https://drive.google.com/file/d/1c_wEaHcS41qszbSwBowC9ozlb6Lq7mL9/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-3/ChickenMalvani.jpg,
Chicken Malvani Full,ProductUnit,37,"Inventory,Food,Restaurant,NonVegeterian Entree,NonVegeterian,Chicken Malvani,",350,https://drive.google.com/file/d/1-xY8AXA6TlxrEYMkDXt2EfcmDDflvA1G/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/ChickenMalvaniFull.jpg,
Chicken Malvani Half,ProductUnit,38,"Inventory,Food,Restaurant,NonVegeterian Entree,NonVegeterian,Chicken Malvani,",280,https://drive.google.com/file/d/1f5WFIy9OVi3d-VLZCetm6YwZO6fQjyQo/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/ChickenMalvaniHalf.jpg,
Chicken Handi,ProductType,39,"Inventory,Food,Restaurant,NonVegeterian Entree,NonVegeterian,",300,https://drive.google.com/file/d/1RMADFPBuSEsBClMMjRRF3Ywu4mtb54pt/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/ChickenHandi.jpg,
Chicken Handi Full,ProductUnit,40,"Inventory,Food,Restaurant,NonVegeterian Entree,NonVegeterian,Chicken Handi,",300,https://drive.google.com/file/d/1LabfJ7U7HGWmo2mIPWym0Wm76D0yr7tH/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/ChickenHandiFull.jpg,
Chicken Handi Half,ProductUnit,41,"Inventory,Food,Restaurant,NonVegeterian Entree,NonVegeterian,Chicken Handi,",230,https://drive.google.com/file/d/1XLzwK9SmXm48SjgSpen2LYnKWNg5f2Pv/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/ChickenHandiHalf.jpg,
Chicken Maratha Handi,ProductType,42,"Inventory,Food,Restaurant,NonVegeterian Entree,NonVegeterian,",280,https://drive.google.com/file/d/1WyFL7XHzbvxFgSvTKrjmyzjERATlucVu/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant7/ChickenMarathaHandi.jpg,
Chicken Maratha Handi Full,ProductUnit,43,"Inventory,Food,Restaurant,NonVegeterian Entree,NonVegeterian,Chicken Maratha Handi,",280,https://drive.google.com/file/d/1KvAc-2qxzc3t_p5vZoOvsoJKRF0dEMm_/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/ChickenMarathaHandiFull.jpg,
Chicken Maratha Handi Half,ProductUnit,44,"Inventory,Food,Restaurant,NonVegeterian Entree,NonVegeterian,Chicken Maratha Handi,",220,https://drive.google.com/file/d/1fp1RYGfw5m8KozkelaV_8p30UyOv66hT/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/ChickenMarathaHandiHalf.jpg,
Special Shahi Chicken Handi,ProductType,45,"Inventory,Food,Restaurant,NonVegeterian Entree,NonVegeterian,",350,,,
Special Shahi Chicken Handi Full,ProductUnit,46,"Inventory,Food,Restaurant,NonVegeterian Entree,NonVegeterian,Special Shahi Chicken Handi,",350,https://drive.google.com/file/d/1cxze9xtokBZ9j1d6jMcJ3jiuz7uMHgmj/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Special-Shahi-Chicken-Handi-Full.jpg,
Special Shahi Chicken Handi Half,ProductUnit,47,"Inventory,Food,Restaurant,NonVegeterian Entree,NonVegeterian,Special Shahi Chicken Handi,",280,https://drive.google.com/file/d/1Y4lusDajCMB0GikKBNo4yZRio6-C-DNE/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Special-Shahi-Chicken-Handi-Half.jpg,
Chicken Masala,ProductType,48,"Inventory,Food,Restaurant,NonVegeterian Entree,NonVegeterian,",140,https://drive.google.com/file/d/16eM27vE_lLNM8GKZT5a35PjfaUi0laY9/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/ChickenMasala.jpg,
Chicken Fry,ProductType,49,"Inventory,Food,Restaurant,NonVegeterian Entree,NonVegeterian,",130,https://drive.google.com/file/d/1mWmrLNgJfrNpnzlbAzFVibM_tkVFr_ge/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/ChickenFry.jpg,
Butter Chicken,ProductType,50,"Inventory,Food,Restaurant,NonVegeterian Entree,NonVegeterian,",220,https://drive.google.com/file/d/13BFw9Vk7UW7grE4fxHCmBswFC3wSG4uf/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/ButterChicken.jpg,
Chicken Kolhapuri,ProductType,51,"Inventory,Food,Restaurant,NonVegeterian Entree,NonVegeterian,",180,https://drive.google.com/file/d/1bWc_W7DKNzxS53IXTgHDSqj4gfK3f2wm/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/ChickenKolhapuri.gif,
Chicken Patiyala,ProductType,52,"Inventory,Food,Restaurant,NonVegeterian Entree,NonVegeterian,",190,https://drive.google.com/file/d/1MJWPcODtP182HCYF1AmPjfwl8xHrXr4Q/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/ChickenPatiyala.jpg,
Chicken Banjara Masala,ProductType,53,"Inventory,Food,Restaurant,NonVegeterian Entree,NonVegeterian,",220,https://drive.google.com/file/d/1N4TjTfX30ljHECAPCVEGjQiYAt_3Fzrg/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/ChickenBanjaraMasala.jpg,
Chicken Tikka Masala,ProductType,54,"Inventory,Food,Restaurant,NonVegeterian Entree,NonVegeterian,",200,https://drive.google.com/file/d/19zFXY_pxa-UVhenZK8gwh6DxMFSuAhzf/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/ChickenTikkaMasala.jpg,
Chicken Tandoori Masala,ProductType,55,"Inventory,Food,Restaurant,NonVegeterian Entree,NonVegeterian,",250, ,,
Chicken Murg Mussallam,ProductType,56,"Inventory,Food,Restaurant,NonVegeterian Entree,NonVegeterian,",500,https://drive.google.com/file/d/1WiRsSDmGXWGSKhWKHs1vfMN4SY-Iooj2/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/ChickenMurgMussallam.jpg,
Chicken Lasoooni,ProductType,57,"Inventory,Food,Restaurant,NonVegeterian Entree,NonVegeterian,",160, ,,
Egg Handi,ProductType,58,"Inventory,Food,Restaurant,NonVegeterian Entree,NonVegeterian,",130,https://drive.google.com/file/d/1lE0QWKRX8HxhgPywcmTXJhoy5iIfOkb9/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/EggHandi.jpg,
Egg Masala,ProductType,59,"Inventory,Food,Restaurant,NonVegeterian Entree,NonVegeterian,",100,https://drive.google.com/file/d/1pN-FBsZbYnOvIyYtW9x5T4XRpHKz44UY/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/EggMasala.jpg,
Egg Masala,ProductType,60,"Inventory,Food,Restaurant,NonVegeterian Entree,NonVegeterian,",120,https://drive.google.com/file/d/1pN-FBsZbYnOvIyYtW9x5T4XRpHKz44UY/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/EggMasala.jpg,
Egg Curry,ProductType,61,"Inventory,Food,Restaurant,NonVegeterian Entree,NonVegeterian,",80,https://drive.google.com/file/d/1PnthbV-bXCssfQASUzWMZVhI7Vi_KBd5/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/EggCurry.jpg,
Fish Masala,ProductType,62,"Inventory,Food,Restaurant,NonVegeterian Entree,NonVegeterian,",,https://drive.google.com/file/d/1klW4glWamalxpjlmRSUwgrr_3UjWtJDD/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/FishMasala.jpg,
Fish Malvani,ProductType,63,"Inventory,Food,Restaurant,NonVegeterian Entree,NonVegeterian,",,https://drive.google.com/file/d/1rJo56MlW2lcsXiqa4jHBO45qAIZaNKlo/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/FishMalvani.jpg,
Fish Koliwada,ProductType,64,"Inventory,Food,Restaurant,NonVegeterian Entree,NonVegeterian,",, ,,
Fish Handi,ProductType,65,"Inventory,Food,Restaurant,NonVegeterian Entree,NonVegeterian,",,https://drive.google.com/file/d/1rJo56MlW2lcsXiqa4jHBO45qAIZaNKlo/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/FishHandi.jpg,
Fish Curry,ProductType,66,"Inventory,Food,Restaurant,NonVegeterian Entree,NonVegeterian,",,https://drive.google.com/file/d/1o3z6tzIWwAjT8Y7IZQCcCTBeeBcYqeM1/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/FishCurry.jpg,
Non Veg Rice,ProductClass,1,"Inventory,Food,Restaurant,",,https://drive.google.com/file/d/1jdolLKli3NyC1zxk_um1s75h37gof4Is/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/pendingInventoryImages/NonVegRice2.jpg,
NonVegeterian,ProductLine,2,"Inventory,Food,Restaurant,Non Veg Rice,",,,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/categoryimages3/NonVegetarian.jpg,
Vegeterian,ProductLine,2,"Inventory,Food,Restaurant,Non Veg Rice,",,,,
Chicken Fried Rice,ProductType,3,"Inventory,Food,Restaurant,Non Veg Rice,NonVegeterian,",120,https://drive.google.com/file/d/1aSDZOExwwXDvxk_RoejlAzSDdSpOMH_a/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/ChickenFriedRice.jpg,
Chicken Tripple Rice,ProductType,4,"Inventory,Food,Restaurant,Non Veg Rice,NonVegeterian,",160,https://drive.google.com/file/d/1XvF1KC7hV6k6RFXGOXC-eh0wqdwhJS2U/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/ChickenTrippleRice.jpg,
Chicken Singapore Rice,ProductType,5,"Inventory,Food,Restaurant,Non Veg Rice,NonVegeterian,",160,https://drive.google.com/file/d/1Qq0F2zPoVJcnQug8gvkmFwc0t1uQS0ls/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/ChickenSingaporeRice.jpg,
Chicken Schezwan Rice,ProductType,6,"Inventory,Food,Restaurant,Non Veg Rice,NonVegeterian,",130,https://drive.google.com/file/d/1qhlBeL0qw1qVJHTfNNlpSjtDE2cMntTk/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/ChickenSchezwanRice.jpg,
Egg Biryani,ProductClass,1,"Inventory,Food,Restaurant,",130,https://drive.google.com/file/d/1QIFm56UM3FSl48MPmlJdBchMJuhyRkCs/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/EggBiryani.jpg,
NonVegeterian,ProductLine,2,"Inventory,Food,Restaurant,Egg Biryani,",,,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/categoryimages3/NonVegetarian.jpg,
Vegeterian,ProductLine,2,"Inventory,Food,Restaurant,Egg Biryani,",,,,
Dum Chicken Biryani,ProductType,3,"Inventory,Food,Restaurant,Egg Biryani,NonVegeterian,",180,,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant7/DumChickenBiryani.jpg,
Dum Chicken Biryani Half,ProductUnit,4,"Inventory,Food,Restaurant,Egg Biryani,NonVegeterian,Dum Chicken Biryani,",120,https://drive.google.com/file/d/1eRsT1yCUfiV-Z1NbuzHcZMHS7a71exd_/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/DumChickenBiryaniHalf.jpg,
Dum Chicken Biryani Full,ProductUnit,5,"Inventory,Food,Restaurant,Egg Biryani,NonVegeterian,Dum Chicken Biryani,",180,https://drive.google.com/file/d/1DMHkBdJRCIKfdoC8G8W9mzwt5cFAJ602/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/DumChickenBiryaniFull.jpg,
Chicken Biryani,ProductType,6,"Inventory,Food,Restaurant,Egg Biryani,NonVegeterian,",120,https://drive.google.com/file/d/1t_vJcJvBj1doCQPhohH0pwo72xfAG-wI/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/ChickenBiryani.jpg,
Mutton Biryani,ProductType,7,"Inventory,Food,Restaurant,Egg Biryani,NonVegeterian,",200,https://drive.google.com/file/d/1LoNGcmv8OAlfx8Ryh7Fqaz3YxRdO0wAS/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/MuttonBiryani.jpg,
Soups,ProductClass,1,"Inventory,Food,Restaurant,",,,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/categoryimages3/Soup.jpg,
NonVegeterian,ProductLine,2,"Inventory,Food,Restaurant,Soups,",,,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/categoryimages3/NonVegetarian.jpg,
Vegeterian,ProductLine,2,"Inventory,Food,Restaurant,Soups,",,,,
Chicken Manchow Soup,ProductType,3,"Inventory,Food,Restaurant,Soups,NonVegeterian,",80,https://drive.google.com/file/d/1v5C-QmonfLhh4R3NaUtzqEiQkPKBbVcq/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/ChickenManchowSoup.jpg,
Chicken Hot and Sour Soup,ProductType,4,"Inventory,Food,Restaurant,Soups,NonVegeterian,",80,https://drive.google.com/file/d/1T_uo6Vwyppzgq5bERumoCCVa6l_6WGPn/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/ChickenHotSourSoup.jpg,
Chicken Lung Fung Soup,ProductType,5,"Inventory,Food,Restaurant,Soups,NonVegeterian,",80,https://drive.google.com/file/d/1pMSVPG0Y793nUK3IZ2g0qWjimB6h8dlu/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/ChickenLungFungSoup.jpg,
