label,nodeType,order,path,price,description,ingredients,link,imageLink,Swiggy ,Zomato 
Mayonnaise Masala Burger,ProductType,8,"Inventory,Food,Cafe,Burger,Vegeterian,",90,,,https://drive.google.com/file/d/1aA42iMdrINxWA1jUMn9Fdj7V2D8GX4m5/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/img/MayonnaiseMasalaBurger.jpg,,75
Sandwich,ProductClass,1,"Inventory,Food,Cafe,",,,,,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Sandwich.jpg,,
Vegeterian,ProductLine,2,"Inventory,Food,Cafe,Sandwich,",,,,,,,
NonVegeterian,ProductLine,3,"Inventory,Food,Cafe,Sandwich,",,,,,,,
Veg Sandwich,ProductType,4,"Inventory,Food,Cafe,Sandwich,Vegeterian,",80,," bread slices,  oil, onion, carrot, capsicum, bunch spinach  palak leaves,  crushed pepper,  mixed herbs ,salt  taste,  ma sauce,  green chutney, mozzarella or cheddar cheese,  butter.",https://drive.google.com/file/d/1PlGgNGtrT2Yat2aVQ8fMrdt-7q3J88A0/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/VegSandwich.jpg,,65
Veg Cheese sandwich,ProductType,5,"Inventory,Food,Cafe,Sandwich,Vegeterian,",90,," bread slices,  oil, onion, carrot, capsicum, bunch spinach  palak leaves,  crushed pepper,  mixed herbs ,salt  taste,  ma sauce,  green chutney, mozzarella or cheddar cheese,  butter,cheese,",https://drive.google.com/file/d/1KpGokOU5g-fXnP4nPTPKdTs58r4zm04K/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/VegCheeseSandwich.jpg,,
Aloo Masala Sandwich,ProductType,6,"Inventory,Food,Cafe,Sandwich,Vegeterian,",90,," pota  aloo,  onion,  capsicum,  coriander,  kashmiri red chilli powder,  chaat masala, salt, slices bread,  ma sauce,  green chutney, ma (sliced),  pepper (crushed), block cheddar cheese,butter for roasting.",https://drive.google.com/file/d/1EQR3F8sqo170-5er2QLmhRBL9aZTEAZL/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/img/AlooMasalaSandwich.jpg,,75
Masala Cheese Sandwich,ProductType,7,"Inventory,Food,Cafe,Sandwich,Vegeterian,",90,,,https://drive.google.com/file/d/1K4GRly3fNLpwS2djatai1HFwaIcgV3vk/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/img/MasalaCheeseSandwich.jpg,,75
Chocolate Sandwich,ProductType,8,"Inventory,Food,Cafe,Sandwich,Vegeterian,",90,," slices whole wheat bread,    choco chips ,  chopped cashews,  chopped pistachios,  chopped raisins, pinches cinnamon powder,butter .",https://drive.google.com/file/d/1Eg5xgm79V5-0vaW7QEk45JaQ6CPTSpRh/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/ChocolateSandwich.jpg,,75
Chocolate Cheese Sandwich,ProductType,9,"Inventory,Food,Cafe,Sandwich,Vegeterian,",90,," slices whole wheat bread,    choco chips ,  chopped cashews,  chopped pistachios,  chopped raisins, pinches cinnamon powder,butter ,cheese.",https://drive.google.com/file/d/1VGhvWrRe7cKe9VIXw5QanrsZxRRCFqqH/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/ChocolateCheeseSandwich.jpg,,75
Onion Mayonnaise Sandwich,ProductType,10,"Inventory,Food,Cafe,Sandwich,Vegeterian,",100,,,https://drive.google.com/file/d/1wDWB90CxycRv9HgvxrR6vG8-_aabCLPI/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/img/OnionMayonnaiseSandwich.jpg,,85
Paneer Masala Sandwich,ProductType,11,"Inventory,Food,Cafe,Sandwich,Vegeterian,",90,,"  paneercottage cheese,  carrot,  capsicum,  corn,  coriander, kashmiri red chilli powder, cumin powder, salt,  ma sauce, slice bread ,   green chutney,  butter.",https://drive.google.com/file/d/1M40NqRBrPA9foaqmoWuVz_wxcqRXRIO7/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/img/PaneerMasalaSandwich.jpg,,75
Cheese Chutney Sandwich,ProductType,12,"Inventory,Food,Cafe,Sandwich,Vegeterian,",100,,"   fresh coriander leaves, green chili, garlic cloves,  cumin seeds ,  mango powder,  Chaat Masala,Salt  taste,    water, slices sandwich bread , slices cheese,  unsalted butter.",https://drive.google.com/file/d/1L0lRMGk2V-wSgRClUItXA1xI5W2SmrXm/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/img/CheeseChutneySandwich.jpg,,85
Paneer Corn Cheese Sandwich,ProductType,13,"Inventory,Food,Cafe,Sandwich,Vegeterian,",100,,,https://drive.google.com/file/d/1PzD2a-cdmcUJdj0paAgGguKbsxl3DBjk/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/img/PaneerCornCheeseSandwich.jpg,,85
Paneer Tikka Sandwich,ProductType,14,"Inventory,Food,Cafe,Sandwich,Vegeterian,",100,,"  curd,  chilli powder, turmeric,  coriander powder,cumin powder,  garam masala,  aamchur,  kasuri methi,  ginger garlic paste,  salt,  oil,  besan ,  paneer, capsicum, onion , ma,  oil,▢bread,butter,green chutney.",https://drive.google.com/file/d/1AeTUjLExBZTAad2OXYyOBmQjNrNUZhsY/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/PaneerTikkaSandwich.jpg,,
Noodles,ProductClass,1,"Inventory,Food,Cafe,",,,,,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-6/Noodles.jpg,,
Vegeterian,ProductLine,2,"Inventory,Food,Cafe,Noodles,",,,,,,,
NonVegeterian,ProductLine,3,"Inventory,Food,Cafe,Noodles,",,,,,,,
Veg Noodles,ProductType,4,"Inventory,Food,Cafe,Noodles,Vegeterian,",99,,"  Noodle,   garlic chopped,   leek or spring onions,   bell peppers (red, green and yellow),   peri peri sauce,   chilli garlic sauce,   light soya sauce,etc",https://drive.google.com/file/d/11YHpTPQ5aPStb76GwxFCCKa5Btc_rhbO/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Veg-Noodles.jpg,,
Veg Hakka Noodlles,ProductType,5,"Inventory,Food,Cafe,Noodles,Vegeterian,",99,,,https://drive.google.com/file/d/1hDxWqAEky77LCjE3YDOXWg-d9xhlvplQ/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/img/VegHakkaNoodlles.jpg,,
Schezwan Noodles,ProductType,6,"Inventory,Food,Cafe,Noodles,Vegeterian,",110,,"  noodles,  olive oil, clove garlic (finely chopped),  spring onion (chopped), carrot (chopped),  cabbage (shredded), capsicum (chopped),  schezwan sauce, salt,etc",https://drive.google.com/file/d/18mRtY1WH0owVL-322PHRxXJadtxCVAmA/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Schezwan-Noodles.jpg,,
Pasta,ProductClass,1,"Inventory,Food,Cafe,",,,,,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-6/Pasta.jpg,,
Vegeterian,ProductLine,2,"Inventory,Food,Cafe,Pasta,",,,,,,,
NonVegeterian,ProductLine,3,"Inventory,Food,Cafe,Pasta,",,,,,,,
Chinese Cheese Pasta,ProductType,4,"Inventory,Food,Cafe,Pasta,Vegeterian,",140,,,https://drive.google.com/file/d/1eju1VkN1OvWS0_hiVychW-sdm37F5ros/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/img/ChineseCheesePasta.png,,
White Sauce Cheese Pasta,ProductType,5,"Inventory,Food,Cafe,Pasta,Vegeterian,",140,,,https://drive.google.com/file/d/1_xE7Pdp_NrFyudhqkBlpQjriPUoOkE8E/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/img/WhiteSauceCheesePasta.png.png,,
Soups,ProductClass,1,"Inventory,Food,Cafe,",,,,,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/categoryimages3/Soup.jpg,,
Vegeterian,ProductLine,2,"Inventory,Food,Cafe,Soups,",,,,,,,
NonVegeterian,ProductLine,3,"Inventory,Food,Cafe,Soups,",,,,,,,
Tomato Soup,ProductType,4,"Inventory,Food,Cafe,Soups,Vegeterian,",90,,"  chopped fresh maes, slice onion, cloves garlic,  chicken broth,  butter,  allpurpose flour,  salt,  white sugar, or  taste.",https://drive.google.com/file/d/1qhWW38vtbUr23w3F0uYayqtGNJhxmiYf/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Tomato-Soup.jpg,,
Manchaw Soup,ProductType,5,"Inventory,Food,Cafe,Soups,Vegeterian,",90,,,https://drive.google.com/file/d/1ffjKeEvopC59-ywPybwRW71VRnfBVIg8/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-3/ManchawSoup.jpg,,
Hot and Sour Soup,ProductType,6,"Inventory,Food,Cafe,Soups,Vegeterian,",90,,"  oil, clove garlic, inch ginger, chilli,  spring onion, carrot,  cabbage , capsicum, beans,  water,  soy sauce,  vinegar,  chilli sauce,  pepper powder,  sugar,  salt,  spring onion ,  corn flour, water.",https://drive.google.com/file/d/1lKGpyKmEvcYbRns_2VEx1uBV01301bpF/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/HotSourSoup.jpg,,
Lemon Coriander Soup,ProductType,7,"Inventory,Food,Cafe,Soups,Vegeterian,",90,,"  oil, clove garlic , onion,  coriander stem, carrot,  cabbage ,  beans,  sweet corn,  water,  salt,  pepper powder,  corn flour, water,  coriander,  lemon juice.",https://drive.google.com/file/d/1KHrpqE-RlZ6MBo-hCx_BdLBH0GRVxmyt/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/LemonCorianderSoup.jpg,,
Starters,ProductClass,1,"Inventory,Food,Cafe,",,,,,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/categoryimages3/Starters.jpg,,
Vegeterian,ProductLine,2,"Inventory,Food,Cafe,Starters,",,,,,,,
NonVegeterian,ProductLine,3,"Inventory,Food,Cafe,Starters,",,,,,,,
French Fries,ProductType,4,"Inventory,Food,Cafe,Starters,Vegeterian,",99,,"  pota,  refined oil,salt , pinches black pepper.",https://drive.google.com/file/d/1OkJBwMbikkeQriYIH41haxxTopeFdL7y/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/FrenchFries.jpg,,
Masala French Fries,ProductType,5,"Inventory,Food,Cafe,Starters,Vegeterian,",110,,"  pota,  refined oil,salt , pinches black pepper.  red chilli powder, black pepper powder, chat masala powder .",https://drive.google.com/file/d/1ZX5dvhtkS9aNmwQrVf0jstl51VjIJcg4/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/MasalaFrenchFries.jpg,,
Potato Cheese Ball,ProductType,6,"Inventory,Food,Cafe,Starters,Vegeterian,",150,," boiled pota, grated cheese, cornflour,  red chilli flakes,  dried oregano,  garlic powder,  black pepper,Salt  taste, gram mozarella or pizza cheese,  bread crumbs,  cornflour, water,   cooking oil.",https://drive.google.com/file/d/1CvpBoMyhQ5dQ9qPn74ovAIHJIxQS7WnG/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/Cafe/PotatoCheeseBall.jpg,,
Chilli Cheese Ball,ProductType,7,"Inventory,Food,Cafe,Starters,Vegeterian,",140,,,https://drive.google.com/file/d/1-l0PlN7Xdcfy9cWMNepEM_0-Jfj-YLmS/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/img/ChilliCheeseBall.jpg,,
Cheese Chtni Cheese Ball,ProductType,8,"Inventory,Food,Cafe,Starters,Vegeterian,",150,,,https://drive.google.com/file/d/1NtEraw04eqNbYB4NF9BS8HtC5FXOTXPr/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/Cafe/CheeseChtniCheeseBall.jpg,,
Sweet Corn Cheese Ball,ProductType,9,"Inventory,Food,Cafe,Starters,Vegeterian,",140,,,https://drive.google.com/file/d/1I4CLC4AyJuqoloS_SfnivIEBz7OsKzr9/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/img/SweetCornCheeseBall.jpg,,
Veg Manchurian,ProductType,10,"Inventory,Food,Cafe,Starters,Vegeterian,",99,,"  cabbage,  carrot,  capsicum,  spring onion,  ginger,  garlic,  corn flour,  maida,  salt,  black pepper,  soy sauce,  water,  chilli sauce,  soya sauce,  ma ketchup,etc.",https://drive.google.com/file/d/1JcRpKUkGtHAU_F6awJQH4SDEVFXNNJY_/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/VegManchurian.jpg,,
Paneer Manchurian,ProductType,11,"Inventory,Food,Cafe,Starters,Vegeterian,",140,,"  Paneer ,  capsicum,  spring onion,  ginger,  garlic,  corn flour,  maida,  salt,  black pepper,  soy sauce,  water,  chilli sauce,  soya sauce,  ma ketchup,etc.",https://drive.google.com/file/d/1EqHE3hvCkPqEYjP6uu4p5S3htSY97pAP/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Vegeterian/PaneerManchurian.jpg,,
Snacks,ProductClass,1,"Inventory,Food,Cafe,",,,,,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/img/Smiley.jpg,,
Vegeterian,ProductLine,2,"Inventory,Food,Cafe,Snacks,",,,,,,,
NonVegeterian,ProductLine,3,"Inventory,Food,Cafe,Snacks,",,,,,,,
Paneer Sathi,ProductType,4,"Inventory,Food,Cafe,Snacks,Vegeterian,",130,,,https://drive.google.com/file/d/18SCBFLg7sHwFlFuPBt1VOwWfXEGNZKxG/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/Cafe/PaneerSathi.jpg,,
Paneer 65,ProductType,5,"Inventory,Food,Cafe,Snacks,Vegeterian,",135,," Paneer s ,  salt,  chili powder,  chopped garli,  finely chopped green chile peppers,  cornstarch,etc",https://drive.google.com/file/d/18eQOtotfInWqsh70Rc6NLKcegEIaW-3Y/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Paneer65.jpg,,
Paneer Stick,ProductType,6,"Inventory,Food,Cafe,Snacks,Vegeterian,",130,,,https://drive.google.com/file/d/1hrqBc7vxxY15lN4lfSxbx59_WZuefyJy/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/PaneerStick.jpg,,
Paneer Chilliy,ProductType,7,"Inventory,Food,Cafe,Snacks,Vegeterian,",130,,,https://drive.google.com/file/d/1QtUuuvxQkxrtI-NEDK3v2VDSqTh_O5Xl/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/img/PaneerChilliy.jpg,,
Paneer Dragaon,ProductType,8,"Inventory,Food,Cafe,Snacks,Vegeterian,",130,,,https://drive.google.com/file/d/1x0w4sv1NakBcnZWwAlFFt1jAp315xenQ/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-4/PaneerDragaon.jpg,,
Paneer Crispy,ProductType,9,"Inventory,Food,Cafe,Snacks,Vegeterian,",140,," Gram Paneer,  All Purpose Flour,  Cornflour,  Black pepper, taste Salt,  Ginger garlic paste,  Schezwan sauc,  Chilli sauce,  Sugar, Green chillies, Green onion,  Garlic,  Soya sauce,  Oil (for frying).",https://drive.google.com/file/d/1TJp0KX-8wfgwRILDcIYKAlOmRFxEiX8y/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/PaneerCrispy.jpg,,
CK Special Paneer Lamba,ProductType,10,"Inventory,Food,Cafe,Snacks,Vegeterian,",135,,,https://drive.google.com/file/d/1Cgh0VOeJcKRAkR4npwwIltwe-J_tjYO-/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/img/CKSpecialPaneerLamba.jpg,,
Baby Corn Chilly,ProductType,11,"Inventory,Food,Cafe,Snacks,Vegeterian,",130,,"  maida  plain flour  all purpose flour, corn flour, kashmiri red chilli powder  lal mirch powder, pepper, pepper, salt,  water,Baby Corn,oil for deep frying,  oil, clove garlic, inch ginger, green chilli,  spring onion,capsicum,  ma sauce,  chilli sauce,  vinegar,  soy sauce, pepper, sugar, salt,  corn flour,  water.",https://drive.google.com/file/d/1AyA_tDDEGsGg5SB6Rb196AJBQKz4Q67y/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/BabyCornChilly.jpg,,
Mushroom Chilly,ProductType,12,"Inventory,Food,Cafe,Snacks,Vegeterian,",130,,"  maida  plain flour  all purpose flour, corn flour, kashmiri red chilli powder  lal mirch powder, pepper, pepper, salt,  water, mushroom (halves),oil for deep frying,  oil, clove garlic, inch ginger, green chilli,  spring onion,capsicum,  ma sauce,  chilli sauce,  vinegar,  soy sauce, pepper, sugar, salt,  corn flour,  water.",https://drive.google.com/file/d/1WAhzUSicYMIiq23onAGlgbbxsfYvizP5/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/MushroomChilly.jpg,,
Chana Chilly,ProductType,13,"Inventory,Food,Cafe,Snacks,Vegeterian,",130,,,https://drive.google.com/file/d/1HU_XWwpwHwatKGY6vc7tZmCqtc-ZxIRe/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/ChanaChilly.jpg,,
Veg Crispy,ProductType,14,"Inventory,Food,Cafe,Snacks,Vegeterian,",130,,"Plain Flour  Maida   ,Corn flour   ,Coriander    chopped,Sesame Seeds   ,Black Pepper   ,Salt   taste,Lemon Juice   ,Chilli paste   ,Ginger Garlic Paste   ,Water  ,Oil  for frying,Capsicum   medium cut in strips,Carrot   medium,Pota   medium,Cauliflower   florets,Paneer   s,Coriander    chopped.",https://drive.google.com/file/d/1eRoWy7sVeONn6q-umwbzYIj5GCmDsI26/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Vegeterian/VegCrispy.jpg,,
Pav Bhaji,ProductType,15,"Inventory,Food,Cafe,Snacks,Vegeterian,",80,,"  Oil, cubes large Butter, finely chopped,  Onion, chopped,  Gingergarlic paste,  Lauki, chopped,  Capsicum, chopped,  Potaes, chopped,  beetroot, chopped,  Salt,  Pav bhaji masala,  Red chilli powder,  ma puree, cube Butter, bunch Coriander leaves,Butter,Pav,Pav bhaji masala.",https://drive.google.com/file/d/1k_uUCECpwnv5CmChzGwV97KAx-OjujZx/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Vegeterian/PavBhaji.jpg,,
Beverages,ProductClass,1,"Inventory,Food,Cafe,",,,,,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/categoryimages3/Beverages.jpg,,
Vegeterian,ProductLine,2,"Inventory,Food,Cafe,Beverages,",,,,,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Salad.jpg,,
NonVegeterian,ProductLine,3,"Inventory,Food,Cafe,Beverages,",,,,,,,
