label,nodeType,order,path,price,ingredients,link,imageLink,Swiggy ,Zomato,description
Vegeterian,ProductLine,3,"Inventory,Food,Restaurant,Non-Vegeterian Entree,",,,,,,,
Gavrani Kombda,ProductType,4,"Inventory,Food,Restaurant,Non-Vegeterian Entree,NonVegeterian,",1000,,,,,,
Chicken Curry,ProductType,5,"Inventory,Food,Restaurant,Non-Vegeterian Entree,NonVegeterian,",170,"  Chicken,  coriander powder, onions thinly sliced,  Garlic paste,salt ,  ghee,  water,  ghee,Yoghurt,  Ginger Paste,  red chilli powder,
 Tomatoes finely chopped,  Garam masala powder,turmeric,etc.",https://drive.google.com/file/d/1dU5-tSB4k1PcuEGJMCv4sWBNDgUrp2y5/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/ChickenCurry.jpg,,180,
Chicken Masala,ProductType,6,"Inventory,Food,Restaurant,Non-Vegeterian Entree,NonVegeterian,",180,,https://drive.google.com/file/d/16eM27vE_lLNM8GKZT5a35PjfaUi0laY9/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/ChickenMasala.jpg,,190,
Chicken Moglai,ProductType,7,"Inventory,Food,Restaurant,Non-Vegeterian Entree,NonVegeterian,",190,,https://drive.google.com/file/d/1cvM7d7GC2_eg3GaWASZhP9XH7wZ6WvLf/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/ChickenMoglai.jpg,,,
Chicken Handi,ProductType,8,"Inventory,Food,Restaurant,Non-Vegeterian Entree,NonVegeterian,",900,"  Chicken , handful mint,  yoghurt (curd),  red chilli powder, black cardamom,  garlic paste,  coriander powder,  onion,  mustard oil,  turmeric, green cardamom,  ginger paste,  garam masala powder,salt ",https://drive.google.com/file/d/1RMADFPBuSEsBClMMjRRF3Ywu4mtb54pt/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/ChickenHandi.jpg,,,
Chicken Half Handi,ProductUnit,9,"Inventory,Food,Restaurant,Non-Vegeterian Entree,NonVegeterian,Chicken Handi,",450,"  Chicken , handful mint,  yoghurt (curd),  red chilli powder, black cardamom,  garlic paste,  coriander powder,  onion,  mustard oil,  turmeric, green cardamom,  ginger paste,  garam masala powder,salt ",https://drive.google.com/file/d/1oFHcQyay-Fl0b6noHrCTuXwWnd_jCdt1/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/ChickenHalfHandi.jpg,,480,
Chicken Full Hundi,ProductUnit,10,"Inventory,Food,Restaurant,Non-Vegeterian Entree,NonVegeterian,Chicken Handi,",900,"  Chicken , handful mint,  yoghurt (curd),  red chilli powder, black cardamom,  garlic paste,  coriander powder,  onion,  mustard oil,  turmeric, green cardamom,  ginger paste,  garam masala powder,salt ",https://drive.google.com/file/d/12ZlGf3qm902ALQGlPr8U1oTwWBhbJvzD/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/ChickenFullHundi.jpg,,,
Chicken Handi Masala,ProductType,11,"Inventory,Food,Restaurant,Non-Vegeterian Entree,NonVegeterian,",1000,,,,,,
Chicken Half Handi Masala,ProductUnit,12,"Inventory,Food,Restaurant,Non-Vegeterian Entree,NonVegeterian,Chicken Handi,",500,,https://drive.google.com/file/d/1IamRDmzgqVryFmiRLFLUyhqo_nVP7yxw/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/ChickenHalfHandiMasala.jpg,,550,
Chicken Full Hundi Masala,ProductUnit,13,"Inventory,Food,Restaurant,Non-Vegeterian Entree,NonVegeterian,Chicken Handi,",1000,,https://drive.google.com/file/d/1uMdZ7ik9thitK4fhxEm3YHmXvhjmILYN/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/ChickenFullHundiMasala.jpg,,,
Non Veg Gravy,ProductType,14,"Inventory,Food,Restaurant,Non-Vegeterian Entree,NonVegeterian,",80,,,,,,
Non Veg Gravy Full,ProductUnit,15,"Inventory,Food,Restaurant,Non-Vegeterian Entree,NonVegeterian,Non Veg Gravy,",80,,https://drive.google.com/file/d/120f-QnW4kFsWz-zNoLeqhZFKqf0qKhGv/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/NonVegGravyFull.jpg,,,
Non Veg Gravy Half,ProductUnit,16,"Inventory,Food,Restaurant,Non-Vegeterian Entree,NonVegeterian,Non Veg Gravy,",50,,https://drive.google.com/file/d/1keB_Pk22J1sRz4jaJx9XEz_xOsb6qtgW/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/NonVegGravyHalf.jpg,,,
Mutton Curry,ProductType,17,"Inventory,Food,Restaurant,Non-Vegeterian Entree,NonVegeterian,",170,"  Mutton,  coriander powder, onions thinly sliced,  Garlic paste,salt ,  ghee,  water,  ghee,Yoghurt,  Ginger Paste,  red chilli powder,
 Tomatoes finely chopped,  Garam masala powder,turmeric,etc.",https://drive.google.com/file/d/1CP3wcgWMWMVL_sPTGa280Id7ztTSw8-C/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/NonVegeterian/MuttonCurry.jpg,,180,
Mutton Masala,ProductType,18,"Inventory,Food,Restaurant,Non-Vegeterian Entree,NonVegeterian,",180," mutton washed and cut,  oil, onions finely sliced,  gingergarlic paste,  salt,  chilli powder red,  turmeric powder,  coriander powder,          cumin powder, tomatoes finely chopped, tomatoes finely chopped,  yogurt,          coriander leaves chopped,  mutton masala powder,          garam masala powder,",https://drive.google.com/file/d/1-4YOHkbknBQIIukm4yZwJM6f8unGYrqS/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/NonVegeterian/MuttonMasala.jpg,,190,
Mutton Moglai,ProductType,19,"Inventory,Food,Restaurant,Non-Vegeterian Entree,NonVegeterian,",190,,https://drive.google.com/file/d/1d856QAJFsMamVswz9QvDZEGthYqTOW0i/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/MuttonMoglai.jpg,,,
Mutton Handi,ProductType,20,"Inventory,Food,Restaurant,Non-Vegeterian Entree,NonVegeterian,",900,"  lamb, handful mint,  yoghurt (curd),  red chilli powder, black cardamom,  garlic paste,  coriander powder,  onion,  mustard oil,  turmeric, green cardamom,  ginger paste,  garam masala powder,salt ",https://drive.google.com/file/d/1cDgJjzfBznwA7SQ2sVr2-m7bkYjS25MQ/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/MuttonHandi.jpg,,,
Mutton Half Handi,ProductUnit,21,"Inventory,Food,Restaurant,Non-Vegeterian Entree,NonVegeterian,Mutton Handi,",450," Chicken , handful mint,  yoghurt (curd),  red chilli powder, black cardamom,  garlic paste,  coriander powder,  onion,  mustard oil,  turmeric, green cardamom,  ginger paste,  garam masala powder,salt ",https://drive.google.com/file/d/1TNAwxqbjd6IHYoieWgpcNAkqr6nbcXwp/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/MuttonHalfHandi.jpg,,480,
Mutton Full Handi,ProductUnit,22,"Inventory,Food,Restaurant,Non-Vegeterian Entree,NonVegeterian,Mutton Handi,",900,"  lamb, handful mint,  yoghurt (curd),  red chilli powder, black cardamom,  garlic paste,  coriander powder,  onion,  mustard oil,  turmeric, green cardamom,  ginger paste,  garam masala powder,salt ",https://drive.google.com/file/d/1bSL4ZZEZJoZXzuk_ZafVyIB1TZE5YDnR/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/MuttonFullHandi.jpg,,,
Mutton Handi Masala,ProductType,23,"Inventory,Food,Restaurant,Non-Vegeterian Entree,NonVegeterian,",500,,,,,,
Mutton Half Handi Masala,ProductUnit,24,"Inventory,Food,Restaurant,Non-Vegeterian Entree,NonVegeterian,Mutton Handi Masala,",500,,https://drive.google.com/file/d/1z5P7CghSkVYvbRMc2aVf9D8XHx4d7Bod/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/MuttonHalfHandiMasala.jpg,,550,
Mutton Full Handi Masala,ProductUnit,25,"Inventory,Food,Restaurant,Non-Vegeterian Entree,NonVegeterian,Mutton Handi Masala,",1000,,https://drive.google.com/file/d/1lflxnC4QPqxCGMYH_qPo1Sm3Zv93HrHz/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/MuttonFullHandiMasala.jpg,,,
Anda Curry,ProductType,26,"Inventory,Food,Restaurant,Non-Vegeterian Entree,NonVegeterian,",100,""" HardBoiled Eggs, Salt, Kashmiri Chilli Powder,
  Chopped Onion, Tamarind Pulp, Coriander Powder,
 Garam Masala, Turmeric Powder, Coriander",https://drive.google.com/file/d/1BCryV9DFuzGTHFf0DaHehExwimD3aw2Z/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/AndaCurry.jpg,,,
Anda Masala,ProductType,27,"Inventory,Food,Restaurant,Non-Vegeterian Entree,NonVegeterian,",110," HardBoiled Eggs, Salt, Kashmiri Chilli Powder,
  Chopped Onion, Tamarind Pulp, Coriander Powder,
 Garam Masala, Turmeric Powder, Coriander.",https://drive.google.com/file/d/1ruyqh4BzDk0Hn3FZUODOaqkf6of1dh_p/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/AndaMasala.jpg,,,
Chicken Soup,ProductType,4,"Inventory,Food,Restaurant,Soups,Non-Vegeterian,",30,,https://drive.google.com/file/d/1y3lD7o3VTZtvgCimVAJ248DPQfxcrLcf/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/ChickenSoup.jpg,,40,
Mutton Soup,ProductType,5,"Inventory,Food,Restaurant,Soups,Non-Vegeterian,",30,,https://drive.google.com/file/d/1V_oEjPy2_bhCxzvU0g9wNyQWxf6xAWdv/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/MuttonSoup.jpg,,40,
