label,nodeType,order,path,price,link,imageLink,Swiggy ,Zomato,description
Veg Hakka Noodles,ProductType,4,"Inventory,Food,Restaurant,Noodles,Vegeterian,",120,https://drive.google.com/file/d/1Q90LHM1ZJtlXVlbMoWnysu0n9Ip0TJG0/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Veg-Hakka-Noodles.jpg,140,150,
Veg Schezwan Noodles,ProductType,5,"Inventory,Food,Restaurant,Noodles,Vegeterian,",120,https://drive.google.com/file/d/110qPjMnVJgCASzjlU24PKREL29s_4OW1/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/VegSchezwanNoodles.jpg,150,160,
Veg Singapore Noodles,ProductType,6,"Inventory,Food,Restaurant,Noodles,Vegeterian,",110,https://drive.google.com/file/d/1kWyr6lN2Isu7lMEpqqNIa4nW3CH2JgD3/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Veg-Singapore-Noodles.jpg,170,180,
Roti and Naan,ProductClass,1,"Inventory,Food,Restaurant,",,,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Roti.jpg,,,
Vegeterian,ProductLine,2,"Inventory,Food,Restaurant,Roti and Naan,",,,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Salad.jpg,,,
NonVegeterian,ProductLine,3,"Inventory,Food,Restaurant,Roti and Naan,",,,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/categoryimages3/NonVegetarian.jpg,,,
Tandoori Roti,ProductType,4,"Inventory,Food,Restaurant,Roti and Naan,Vegeterian,",12,https://drive.google.com/file/d/1p6eNQrcVnNmzujXu2Tlh9MKJdIX9WyOK/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/TandooriRoti.jpg,10,12,
Butter Roti,ProductType,5,"Inventory,Food,Restaurant,Roti and Naan,Vegeterian,",15,https://drive.google.com/file/d/1PNULLWY7VuyeG2a34qt5BEKw-7DMFTNG/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Vegeterian/ButterRoti.jpg,15,15,
Naan Roti,ProductType,6,"Inventory,Food,Restaurant,Roti and Naan,Vegeterian,",20,https://drive.google.com/file/d/1oS01g7e83qbgDXKZhYk14hneXnZk1Y_P/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/NaanRoti.cms,25,25,
Butter Naan Roti,ProductType,7,"Inventory,Food,Restaurant,Roti and Naan,Vegeterian,",25,https://drive.google.com/file/d/1abSqPpQoA-N031DAfZLmGCuC7QE8Z9mo/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/ButterNaanRoti.jpg,30,30,
Kulcha,ProductType,8,"Inventory,Food,Restaurant,Roti and Naan,Vegeterian,",25,https://drive.google.com/file/d/1UiYj7XmI0co1RiWilUv__5eUoEp2_YB_/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Vegeterian/Kulcha.jpg,,,
Butter Kulcha,ProductType,9,"Inventory,Food,Restaurant,Roti and Naan,Vegeterian,",30,https://drive.google.com/file/d/11DOuIe86RXOgEGTqVwSJtZUPheewt2Ih/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Vegeterian/ButterKulcha.jpg,,,
Garlic Kulcha,ProductType,10,"Inventory,Food,Restaurant,Roti and Naan,Vegeterian,",30,https://drive.google.com/file/d/1psC4fsTgRZT_Dzw0dKOX6QgOBrt4EY0M/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/GarlicKulcha.jpg,40,42,
Masala Roti,ProductType,11,"Inventory,Food,Restaurant,Roti and Naan,Vegeterian,",30,https://drive.google.com/file/d/18p80ar_D2-N9qbi1PBSXmFq_r3asukCX/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/MasalaRoti.jpg,35,35,
Rumali Roti,ProductType,12,"Inventory,Food,Restaurant,Roti and Naan,Vegeterian,",30,https://drive.google.com/file/d/1zjY8PBSV8KJTLtnsNGJFBl4s39PKjBFC/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Rumali-Roti.jpg,,,
Soups,ProductClass,1,"Inventory,Food,Restaurant,",,,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/categoryimages3/Soup.jpg,,,
Vegeterian,ProductLine,2,"Inventory,Food,Restaurant,Soups,",,,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Salad.jpg,,,
NonVegeterian,ProductLine,3,"Inventory,Food,Restaurant,Soups,",,,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/categoryimages3/NonVegetarian.jpg,,,
Manchow Soup,ProductType,4,"Inventory,Food,Restaurant,Soups,Vegeterian,",60,https://drive.google.com/file/d/1BijFXiqsbR-131VPPi7c_m-RTkvarToW/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Vegeterian/ManchowSoup.jpg,80,95,
Hot and Sour Soup,ProductType,5,"Inventory,Food,Restaurant,Soups,Vegeterian,",60,https://drive.google.com/file/d/1lKGpyKmEvcYbRns_2VEx1uBV01301bpF/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/HotSourSoup.jpg,,,
Tomato Soup,ProductType,6,"Inventory,Food,Restaurant,Soups,Vegeterian,",80,https://drive.google.com/file/d/1qhWW38vtbUr23w3F0uYayqtGNJhxmiYf/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Tomato-Soup.jpg,70,82,
Roasted,ProductClass,1,"Inventory,Food,Restaurant,",,,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/imgs-2/ChillyCheeseroast.jpg,,,
Vegeterian,ProductLine,2,"Inventory,Food,Restaurant,Roasted,",,,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Salad.jpg,,,
NonVegeterian,ProductLine,3,"Inventory,Food,Restaurant,Roasted,",,,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/categoryimages3/NonVegetarian.jpg,,,
Roast Papad,ProductType,4,"Inventory,Food,Restaurant,Roasted,Vegeterian,",10,https://drive.google.com/file/d/1DRmj-yoGkysLNLLM1wJOzO9piiVI65EZ/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/RoastPapad.jpg,15,,
Roast Papad Masala,ProductType,5,"Inventory,Food,Restaurant,Roasted,Vegeterian,",15,https://drive.google.com/file/d/1N_Gib5-CNYgYdLBFHminlae2h2QdfzWs/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Roast-Papad-Masala.jpg,20,,
Fry Papad,ProductType,6,"Inventory,Food,Restaurant,Roasted,Vegeterian,",20,https://drive.google.com/file/d/1CXp-AUOHGYhoMisfi_jKPGpu_ezSeqan/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/FryPapad.jpg,25,,
Masala Papad,ProductType,7,"Inventory,Food,Restaurant,Roasted,Vegeterian,",25,https://drive.google.com/file/d/1ypAnHqCtC52zDbEKyPOq7b5i9Uwj2c_r/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Vegeterian/MasalaPapad.jpg,30,,
Snacks,ProductClass,1,"Inventory,Food,Restaurant,",,,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/img/Smiley.jpg,,,
Vegeterian,ProductLine,2,"Inventory,Food,Restaurant,Snacks,",,,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Salad.jpg,,,
NonVegeterian,ProductLine,3,"Inventory,Food,Restaurant,Snacks,",,,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/categoryimages3/NonVegetarian.jpg,,,
Chana Fry,ProductType,4,"Inventory,Food,Restaurant,Snacks,Vegeterian,",65,https://drive.google.com/file/d/1RFS1DNPZQpWE-68Jhzmt8L7N6myxbdTT/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/ChanaFry.jpg,,,
Matki Fry,ProductType,5,"Inventory,Food,Restaurant,Snacks,Vegeterian,",60,https://drive.google.com/file/d/1wRz1Wq71HsdPwf6VK_T6eNbhILB5XxLr/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Vegeterian/MatkiFry.jpg,,,
Kaju Fry,ProductType,6,"Inventory,Food,Restaurant,Snacks,Vegeterian,",150,https://drive.google.com/file/d/14pS6LbfIkpDZLor8faaidQRf0SZpFMf3/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/KajuFry.JPG,80,,
Paneer Fry,ProductType,7,"Inventory,Food,Restaurant,Snacks,Vegeterian,",75,https://drive.google.com/file/d/1ifefrKkC4BGSNckcNYwL3ANaUWEmDlk7/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/PaneerFry.jpg,120,,
Chana Roast,ProductType,8,"Inventory,Food,Restaurant,Snacks,Vegeterian,",70,https://drive.google.com/file/d/1VwIaIOqpwZcXMFxcjxhg4ORhmIWHfk3Q/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/ChanaRoast.jpg,,,
Lasun Fry,ProductType,9,"Inventory,Food,Restaurant,Snacks,Vegeterian,",60,https://drive.google.com/file/d/1yJBMXUo6SKeSccQ56zs_wj92yVI1V8_F/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/LasunFry.jpg,,,
Finger Chips,ProductType,10,"Inventory,Food,Restaurant,Snacks,Vegeterian,",60,https://drive.google.com/file/d/1WqsZvM7FYMNNTf5L-ia1UO8zPhtnxOAt/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Vegeterian/FingerChips.jpg,70,75,
Entree,ProductClass,1,"Inventory,Food,Restaurant,",,,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant7/Entree.jpg,,,
Vegeterian,ProductLine,2,"Inventory,Food,Restaurant,Entree,",,,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Salad.jpg,,,
NonVegeterian,ProductLine,3,"Inventory,Food,Restaurant,Entree,",,,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/categoryimages3/NonVegetarian.jpg,,,
Spl Shahi Daawat,ProductType,4,"Inventory,Food,Restaurant,Entree,Vegeterian,",180, ,,,,
Aloo Mutter,ProductType,5,"Inventory,Food,Restaurant,Entree,Vegeterian,",100,https://drive.google.com/file/d/19YNKlvAvT3I_Fai-s4CDdCRupTBvXJTF/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/AlooMutter.jpg,,,
Veg Hundi,ProductType,6,"Inventory,Food,Restaurant,Entree,Vegeterian,",120,https://drive.google.com/file/d/1ieZZ6NAKCoQqcJVpFXkmOHWiBeHDawkh/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Veg-Hundi.jpg,150,,
Veg Malvani,ProductType,7,"Inventory,Food,Restaurant,Entree,Vegeterian,",140, ,,160,170,
Veg Bhuna,ProductType,8,"Inventory,Food,Restaurant,Entree,Vegeterian,",120,https://drive.google.com/file/d/12tHTD9SDwoAQIGhjJS9ylmvJ6tWZHFzc/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Veg-Bhuna.jpg,150,160,
Veg Maratha,ProductType,9,"Inventory,Food,Restaurant,Entree,Vegeterian,",120,https://drive.google.com/file/d/11npxFNMHAT_8ZUmXoQfJPlwBvEI85GCn/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Veg-Maratha.jpg,150,160,
Veg Kolhapuri,ProductType,10,"Inventory,Food,Restaurant,Entree,Vegeterian,",110,https://drive.google.com/file/d/1m1uzUXSxt9B7c1QZzLM8f5Xkfl5SnP3e/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/VegKolhapuri.jpg,130,135,
Veg Hyderabadi,ProductType,11,"Inventory,Food,Restaurant,Entree,Vegeterian,",120,https://drive.google.com/file/d/1dtA8kP58QPcqCFQMBbu9s16z4jT8xux9/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Veg-Hyderabadi.jpg,140,150,
Paneer Butter Masala,ProductType,12,"Inventory,Food,Restaurant,Entree,Vegeterian,",130,https://drive.google.com/file/d/1hxW4pcTbsHP6Ql9I_VfGsXwGKF6m006R/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/PaneerButterMasala.jpg,150,160,
Paneer Masala,ProductType,13,"Inventory,Food,Restaurant,Entree,Vegeterian,",120,https://drive.google.com/file/d/1qYwzOkLWokms8zuBp2TCUDb8DJfV9w2S/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/PaneerMasala.jpg,140,150,
Paneer Tikka Masala,ProductType,14,"Inventory,Food,Restaurant,Entree,Vegeterian,",150,https://drive.google.com/file/d/1BmyxNFwPwf7zpalxZOSRuGMcKOWv1EoQ/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/PaneerTikkaMasala.jpg,160,170,
Paneer Lasuni,ProductType,15,"Inventory,Food,Restaurant,Entree,Vegeterian,",150,https://drive.google.com/file/d/1kVSNQjRRfaQzdUATeSkgJQt0Biif5diy/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/imgs-2/PaneerLasuni.jpg,150,,
Palak Paneer,ProductType,16,"Inventory,Food,Restaurant,Entree,Vegeterian,",120,https://drive.google.com/file/d/15TSU15zdBHcKR9I_i1fBqvMPLl4_FgN7/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/PalakPaneer.jpg,150,160,
Paneer Kadai,ProductType,17,"Inventory,Food,Restaurant,Entree,Vegeterian,",160,https://drive.google.com/file/d/1XGINKnRA5noOl2-dVsUXFUaDbO_Zft62/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Vegeterian/PaneerKadai.jpg,170,180,
Kaju Paneer Masala,ProductType,18,"Inventory,Food,Restaurant,Entree,Vegeterian,",10,https://drive.google.com/file/d/1nHHvi8X6n_VqIiECNSaHu2LWBZQE8-ZL/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/KajuPaneerMasala.jpg,180,195,
Kaju Masala,ProductType,19,"Inventory,Food,Restaurant,Entree,Vegeterian,",140,https://drive.google.com/file/d/1jk05_NhTywUDWFYjKrbLV45fLqWAkGm0/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Vegeterian/KajuMasala.jpg,180,195,
Mix Veg,ProductType,20,"Inventory,Food,Restaurant,Entree,Vegeterian,",100,https://drive.google.com/file/d/1ck00uoIiKEXjtfN1K8Zx7xfA2Dsc5VeU/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Vegeterian/MixVeg.jpg,120,130,
Dal Fry,ProductType,21,"Inventory,Food,Restaurant,Entree,Vegeterian,",80,https://drive.google.com/file/d/1K8tvnEHHFvnC05dq2Qx-p-dJ1RZDhOaK/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Vegeterian/DalFry.jpg,100,110,
Dal Tadka,ProductType,22,"Inventory,Food,Restaurant,Entree,Vegeterian,",90,https://drive.google.com/file/d/14RUwq8nVglapT24psGzGu5oLTx-UOZB7/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Vegeterian/DalTadka.jpg,120,130,
Dal Makhni,ProductType,23,"Inventory,Food,Restaurant,Entree,Vegeterian,",120,https://drive.google.com/file/d/1EJkHS_yKK2n-FHgn0oPC6tgOYcKNpRbK/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/DalMakhni.jpg,,,
Paneer Tikka,ProductType,24,"Inventory,Food,Restaurant,Entree,Vegeterian,",140,https://drive.google.com/file/d/1PJwE1sbtvBu26CpKRTyXSOwWl4B0uAHa/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Vegeterian/PaneerTikka.jpg,160,175,
Paneer Banjara,ProductType,25,"Inventory,Food,Restaurant,Entree,Vegeterian,",160,https://drive.google.com/file/d/1VYN-JzuOpTpg3X8j4eoN6_FYxSqyFzJI/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/PaneerBanjara.jpg,170,185,
Paneer Angara,ProductType,26,"Inventory,Food,Restaurant,Entree,Vegeterian,",150,https://drive.google.com/file/d/1TWKrad110VxkZ1Kp11_hACH784etr3za/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/PaneerAngara.jpg,190,205,
Paneer Malvani,ProductType,27,"Inventory,Food,Restaurant,Entree,Vegeterian,",170,https://drive.google.com/file/d/18uVeXsWEm_ksPbwVGgGsaU17FnMNximy/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/PaneerMalvani.jpg.crdownload.jpg,180,195,
Paneer Cheese Kaju,ProductType,28,"Inventory,Food,Restaurant,Entree,Vegeterian,",190, ,,,,
Veg Hakka Noodles,ProductType,4,"Inventory,Food,Restaurant,Noodles,NonVegeterian,",130,https://drive.google.com/file/d/1Q90LHM1ZJtlXVlbMoWnysu0n9Ip0TJG0/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Veg-Hakka-Noodles.jpg,140,150,
Veg Sezwan Noodles,ProductType,5,"Inventory,Food,Restaurant,Noodles,NonVegeterian,",140,https://drive.google.com/file/d/1s0o1pWx_PKrOujiU8aQtq0HP8PCecNh3/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/VegSezwanNoodles.jpg,,,
Veg Singapore Noodles,ProductType,6,"Inventory,Food,Restaurant,Noodles,NonVegeterian,",140,https://drive.google.com/file/d/1kWyr6lN2Isu7lMEpqqNIa4nW3CH2JgD3/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Veg-Singapore-Noodles.jpg,170,180,
Chicken Fried Rice,ProductType,4,"Inventory,Food,Restaurant,Rice,NonVegeterian,",120,https://drive.google.com/file/d/1aSDZOExwwXDvxk_RoejlAzSDdSpOMH_a/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/ChickenFriedRice.jpg,150,160,
Chicken Triple Rice,ProductType,5,"Inventory,Food,Restaurant,Rice,NonVegeterian,",160,https://drive.google.com/file/d/1chTDX-Yzivg5JrvXAsOSZcquuxr2EmOO/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-3/ChickenTripleRice.png,200,,
Chicken Singapore Rice,ProductType,6,"Inventory,Food,Restaurant,Rice,NonVegeterian,",160,https://drive.google.com/file/d/1Qq0F2zPoVJcnQug8gvkmFwc0t1uQS0ls/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/ChickenSingaporeRice.jpg,220,,
Chicken Sezwan Rice,ProductType,7,"Inventory,Food,Restaurant,Rice,NonVegeterian,",130,https://drive.google.com/file/d/1cXbb7ZjXrUaYidt64pePpPdoICv4LZfa/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-4/ChickenSezwanRice.jpg,,,
Manchow Soup,ProductType,4,"Inventory,Food,Restaurant,Soup,NonVegeterian,",80,https://drive.google.com/file/d/1BijFXiqsbR-131VPPi7c_m-RTkvarToW/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Vegeterian/ManchowSoup.jpg,80,95,
Hot and Sour Soup,ProductType,5,"Inventory,Food,Restaurant,Soup,NonVegeterian,",80,https://drive.google.com/file/d/1lKGpyKmEvcYbRns_2VEx1uBV01301bpF/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/HotSourSoup.jpg,,,
Tomato Soup,ProductType,6,"Inventory,Food,Restaurant,Soup,NonVegeterian,",80,https://drive.google.com/file/d/1qhWW38vtbUr23w3F0uYayqtGNJhxmiYf/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Tomato-Soup.jpg,70,,
Kabab,ProductClass,1,"Inventory,Food,Restaurant,",,https://drive.google.com/file/d/1GnMPhOmDtuQHQ0wFNm4bwY1W_jQDDoif/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant7/Kabab.jpg,,,
Vegeterian,ProductLine,2,"Inventory,Food,Restaurant,Kabab,",,,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Salad.jpg,,,
NonVegeterian,ProductLine,3,"Inventory,Food,Restaurant,Kabab,",,,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/categoryimages3/NonVegetarian.jpg,,,
Chicken Tandoori Full,ProductType,4,"Inventory,Food,Restaurant,Kabab,NonVegeterian,",400,https://drive.google.com/file/d/1WtS9O3XVpgq9-mUPuTBQQFLXAjrLodPx/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/ChickenTandooriFull.jpg,450,,
Chicken Tandoori Half,ProductType,5,"Inventory,Food,Restaurant,Kabab,NonVegeterian,",210,https://drive.google.com/file/d/1SOqQCUJJweBBc-U9Auh5ahkIQbaIHhRn/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/ChickenTandooriHalf.jpg,,,
Chicken Tikka,ProductType,6,"Inventory,Food,Restaurant,Kabab,NonVegeterian,",150,https://drive.google.com/file/d/1jQaGGC76Aoq-iZGYlpkm9jvyTxErR0Aj/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/ChickenTikka.jpg,180,195,
Chicken Angara Kabab,ProductType,7,"Inventory,Food,Restaurant,Kabab,NonVegeterian,",160,https://drive.google.com/file/d/1EZN0GJTbZ70Ec7R0BmH8fGz9Kq0BVbzf/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/ChickenAngaraKabab.jpg,180,,
Chicken Lasuni Kabab,ProductType,8,"Inventory,Food,Restaurant,Kabab,NonVegeterian,",170,https://drive.google.com/file/d/1_pvjY_IdJxB56gEIP58G8EgomG_vPhm1/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/imgs-2/ChickenLasuniKabab.jpg,190,,
Chicken Cheese Kabab,ProductType,9,"Inventory,Food,Restaurant,Kabab,NonVegeterian,",180,https://drive.google.com/file/d/1flUJ78qzyYq_dq3fS8NWOy9RIwca0wkB/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/ChickenCheeseKabab.jpg,210,,
Chicken Malvani Kabab,ProductType,10,"Inventory,Food,Restaurant,Kabab,NonVegeterian,",160,https://drive.google.com/file/d/1mvLMk97CDlNLbJCyroKmtfJ92PrCvjTX/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/ChickenMalvaniKabab.jpg,180,,
Chicken Banjara Kabab,ProductType,11,"Inventory,Food,Restaurant,Kabab,NonVegeterian,",170,https://drive.google.com/file/d/1FiiGCdOAneTCxIkDPZRv9MgjMvJ9Cpjo/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/ChickenBanjaraKabab.jpg,,,
Chicken Pahadi Kabab,ProductType,12,"Inventory,Food,Restaurant,Kabab,NonVegeterian,",170,https://drive.google.com/file/d/1vXiCFO_16TZRp1bYvXvoIPu9Uu26UXQB/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/ChickenPahadiKabab.jpg,190,,
Chicken Achari Kabab,ProductType,13,"Inventory,Food,Restaurant,Kabab,NonVegeterian,",160,https://drive.google.com/file/d/1EIX_a_WRTB1wHV2Aj87waOT-p3S2PKrC/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/ChickenAchariKabab.jpg,200,,
Chicken Seekh Kabab,ProductType,14,"Inventory,Food,Restaurant,Kabab,NonVegeterian,",160,https://drive.google.com/file/d/1xvFpnn92TSHhosVsD1zs1NyvO8YEjXPx/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/ChickenSeekhKabab.jpg,250,,
Chicken Rozali Kabab,ProductType,15,"Inventory,Food,Restaurant,Kabab,NonVegeterian,",230,https://drive.google.com/file/d/1xzmxBbd8IqNXbG0DLoMjaIEwAHDWvb_S/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/ChickenRozaliKabab.jpg,230,,
Chicken Kariba Kabab,ProductType,16,"Inventory,Food,Restaurant,Kabab,NonVegeterian,",180, ,,210,,
Chicken Seekh 2 Pcs,ProductType,17,"Inventory,Food,Restaurant,Kabab,NonVegeterian,",80,https://drive.google.com/file/d/1l1Apf3iaQpmacw68Q02mIMGCAiN-_anR/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/imgs-2/ChickenSeekh.jpg,,,
Non-Vegeterian Entree,ProductClass,1,"Inventory,Food,Restaurant,",,,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/categoryimages3/NonVegetarian.jpg,,,
Vegeterian,ProductLine,2,"Inventory,Food,Restaurant,Non-Vegeterian Entree,",,,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Salad.jpg,,,
NonVegeterian,ProductLine,3,"Inventory,Food,Restaurant,Non-Vegeterian Entree,",,,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/categoryimages3/NonVegetarian.jpg,,,
Mutton Malvani,ProductType,4,"Inventory,Food,Restaurant,Non-Vegeterian Entree,NonVegeterian,",500,https://drive.google.com/file/d/1U6-prvcNol57Jwxj5DTbUo1HTRC6R2hR/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-3/MuttonMalvani.jpg,700,,
