label,nodeType,order,path,price,description,link,imageLink,Swiggy
Kaju Anjeer Shake,ProductType,21,"Inventory,Food,Restaurant,Milkshakes,Vegeterian,",195,,https://drive.google.com/file/d/1ECNUKxtmmA0fkeufdXpjfdJwel3iEVlX/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/food20220306/KajuAnjeerShake.jpg,
Dry Fruits Shake,ProductType,22,"Inventory,Food,Restaurant,Milkshakes,Vegeterian,",205,,https://drive.google.com/file/d/1rtyOT3T6jXewmb4dd_qjdR2eUqLxRwH7/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/food20220306/DryFruitsShake.jpg,
Pista Shake,ProductType,23,"Inventory,Food,Restaurant,Milkshakes,Vegeterian,",135,,https://drive.google.com/file/d/1stt_ln1Pt07xBAT5oU5VN7hHQT4kuQgn/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/food20220304/PistaShake.jpg,
Juices,ProductClass,1,"Inventory,Food,Restaurant,",,,,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/OrengeJuice.jpg,
Vegeterian,ProductLine,2,"Inventory,Food,Restaurant,Juices,",,,,,
NonVegeterian,ProductLine,3,"Inventory,Food,Restaurant,Juices,",,,,,
Mosambi Juice,ProductType,4,"Inventory,Food,Restaurant,Juices,Vegeterian,",105,,https://drive.google.com/file/d/1oMSUzAgQZveNg02BgFvjJSEcm_8ANf70/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/MosambiJuice.jpg,
Orange Juice,ProductType,5,"Inventory,Food,Restaurant,Juices,Vegeterian,",105,,https://drive.google.com/file/d/1j80vvKuqCQogkjKBmGOBZMFTfVIxYuJM/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/OrengeJuice.jpg,
Pineapple Juice,ProductType,6,"Inventory,Food,Restaurant,Juices,Vegeterian,",105,,https://drive.google.com/file/d/1ZEbR-NEdaJrVFOlCKFWiOWfhZr80EI-t/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Pineapple-juice.jpg,
Cocktail Juice,ProductType,7,"Inventory,Food,Restaurant,Juices,Vegeterian,",105,,https://drive.google.com/file/d/1S8mmvLTR_gjdv0nysxamvp7Sm_9nGAPI/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/food20220304/CocktailJuice.jpg,
Ganga Jamuna Juice,ProductType,8,"Inventory,Food,Restaurant,Juices,Vegeterian,",105,,https://drive.google.com/file/d/1U84PYsa03wJREDcvOOp8hKu6XG_XHTTP/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/food20220304/GangaJamunaJuice.jpg,
Maramari Juice,ProductType,9,"Inventory,Food,Restaurant,Juices,Vegeterian,",105,,https://drive.google.com/file/d/1H_hbIrPiBhjjnlh2jh_SmDSnjPxALK5R/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/food20220304/MaramariJuice.jpg,
Apple Juice,ProductType,10,"Inventory,Food,Restaurant,Juices,Vegeterian,",120,,https://drive.google.com/file/d/1SSByeYHJ7OOY4sbQnftcyiadxrpfgoo5/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/AppleJuice.jpg,
Grapes Juice,ProductType,11,"Inventory,Food,Restaurant,Juices,Vegeterian,",120,,https://drive.google.com/file/d/1Iv5ndfxZcM5zWDMAj1KPyQjFt-1-fWHj/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/food20220304/GrapesJuice.jpg,
Pineapple Juice,ProductType,12,"Inventory,Food,Restaurant,Juices,Vegeterian,",120,,https://drive.google.com/file/d/1ZEbR-NEdaJrVFOlCKFWiOWfhZr80EI-t/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Pineapple-juice.jpg,
Orange Blossom Juice,ProductType,13,"Inventory,Food,Restaurant,Juices,Vegeterian,",120,,https://drive.google.com/file/d/1MCtAn8a7nf5a14qErO7VYjjM4M86kVp2/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/food20220304/OrangeBlossomJuice.jpg,
Tomato Juice,ProductType,14,"Inventory,Food,Restaurant,Juices,Vegeterian,",100,,https://drive.google.com/file/d/1SraZWFuM-anke4H5k7L7-BtHWHAes7Bi/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/food20220304/TomatoJuice.jpg,
Fresh Lime Juice,ProductType,15,"Inventory,Food,Restaurant,Juices,Vegeterian,",75,,https://drive.google.com/file/d/1laLm5ohxQDBHs4HpBHI5oaibE3vBXSxi/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/food20220212/FreshLimeJuice.jpg,
Watermelon Juice,ProductType,16,"Inventory,Food,Restaurant,Juices,Vegeterian,",105,,https://drive.google.com/file/d/1TDU37UjAkUD2A2QEtVBsSa6UcfOV3nFf/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Watermelon-Juice.jpg,
Watermelon Blossom Juice,ProductType,17,"Inventory,Food,Restaurant,Juices,Vegeterian,",135,,https://drive.google.com/file/d/1xh2N14zc_zpmqhdLfgCA5IsMD5HSknYq/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/food20220304/WatermelonBlossomJuice.jpg,
Beverages,ProductClass,1,"Inventory,Food,Restaurant,",,,,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/categoryimages3/Beverages.jpg,
Vegeterian,ProductLine,2,"Inventory,Food,Restaurant,Beverages,",,,,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Salad.jpg,
NonVegeterian,ProductLine,3,"Inventory,Food,Restaurant,Beverages,",,,,,
Hot Chocolate,ProductType,4,"Inventory,Food,Restaurant,Beverages,Vegeterian,",60,,https://drive.google.com/file/d/1xdtXyic3BIoin2Z83htq4TfnveqmCMFz/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/HotChocolate.jpg,
Bournvita,ProductType,5,"Inventory,Food,Restaurant,Beverages,Vegeterian,",60,,https://drive.google.com/file/d/1EOOH7iOV2Q2SSTQalh1nicOec_BFmjTY/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/Cafe/Bournvita.jpg,
Nescafe,ProductType,6,"Inventory,Food,Restaurant,Beverages,Vegeterian,",60,,https://drive.google.com/file/d/1ZceJ6O8orbGXrD2gD8yEJLVO76d6y_8N/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/food20220212/Nescafe.jpg,
Fruit Beer,ProductType,7,"Inventory,Food,Restaurant,Beverages,Vegeterian,",40,,https://drive.google.com/file/d/1PHxI1EI-53a98wc2ECyGLxXBh7Spxvqd/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/food20220304/FruitBeer.jpg,
Beer With Ice Cream,ProductType,8,"Inventory,Food,Restaurant,Beverages,Vegeterian,",60,,https://drive.google.com/file/d/1nrQPv8hcz3n3vNgWxytwgCpXvcFWPpd4/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/food20220304/BeerWithIceCream.jpg,
Ginger Lemon,ProductType,9,"Inventory,Food,Restaurant,Beverages,Vegeterian,",40,,https://drive.google.com/file/d/1dPu2jfvXUlqMk9oxAo3tsQ-VQP23FUvQ/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/food20220304/GingerLemon.jpg,
Cola Float,ProductType,10,"Inventory,Food,Restaurant,Beverages,Vegeterian,",105,,,,
Cold Coffee,ProductType,11,"Inventory,Food,Restaurant,Beverages,Vegeterian,",105,,https://drive.google.com/file/d/12q3woJzjR7FpBQfmLThIsX0ExUZ8wRPo/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/ColdCoffee.jpg,
Cold Coffee With Ice Cream,ProductType,12,"Inventory,Food,Restaurant,Beverages,Vegeterian,",125,,https://drive.google.com/file/d/1ixG-19xuTet6etiV_HGmXGeen2fqVazw/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/ColdCoffeeWithIceCream.jpg,
Lassi,ProductType,13,"Inventory,Food,Restaurant,Beverages,Vegeterian,",80,,https://drive.google.com/file/d/1z2BJrtvZR9kkdK-COuqLNCQlIbTJNxnX/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Lassi.jpg,
Soft Drink,ProductType,14,"Inventory,Food,Restaurant,Beverages,Vegeterian,",38,,https://drive.google.com/file/d/18fw-FCd3byUeOhGSU1HJaoOCqux3d3BX/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Soft-Drink.jpg,
Soft Drink 500ml,ProductUnit,15,"Inventory,Food,Restaurant,Beverages,Vegeterian,Soft Drink,",38,,https://drive.google.com/file/d/18X3JE6vRcrzAnAI_ncoB1ZV1yaqJ-HPJ/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/food20220304/SoftDrink500ml.jpg,
Mineral Water,ProductType,16,"Inventory,Food,Restaurant,Beverages,Vegeterian,",19,,https://drive.google.com/file/d/1dE6p3x7iaL_Ob1eUU_qTV5Mgo1QFiBzv/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/MineralWater.jpg,
Mineral Water 1ltr,ProductUnit,17,"Inventory,Food,Restaurant,Beverages,Vegeterian,Mineral Water,",19,,https://drive.google.com/file/d/1WgGnxmOrlEqWBiHjJqj8WqMzJPfGir87/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/MineralWater.jpg,
Strawberry Jelly,ProductType,18,"Inventory,Food,Restaurant,Beverages,Vegeterian,",95,,https://drive.google.com/file/d/131BRIsHupTNaN9vCKs1sOnybGJzYiAIx/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/food20220304/StrawberryJelly.jpg,
Jelly With Ice Cream,ProductType,19,"Inventory,Food,Restaurant,Beverages,Vegeterian,",130,,https://drive.google.com/file/d/1igc99qIeX2dnhT_Ni9pA9U0lZBFjMRXB/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/food20220304/JellyWithIceCream.jpg,
Chilli Bean Sauce,ProductClass,1,"Inventory,Food,Restaurant,",,,https://drive.google.com/file/d/1cMYsuICrhb5Zw_SBmQLjB6y3McZ0jrWQ/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/food20220304/ChilliBeanSauce.jpg,
Vegeterian,ProductLine,2,"Inventory,Food,Restaurant,Chilli Bean Sauce,",,,,,
NonVegeterian,ProductLine,3,"Inventory,Food,Restaurant,Chilli Bean Sauce,",,,,,
Mix Vegetables,ProductType,4,"Inventory,Food,Restaurant,Chilli Bean Sauce,Vegeterian,",340,,https://drive.google.com/file/d/1g2Vu6CmKby4VHMUiU6gF2pLXOepdJwhK/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/food20220216/MixVegetables.jpg,
Mix Vegetables Full,ProductUnit,5,"Inventory,Food,Restaurant,Chilli Bean Sauce,Vegeterian,Mix Vegetables,",340,,https://drive.google.com/file/d/1n0F-7O_5QfEF5Wdtd0583Bt5XKifV5to/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/food20220304/MixVegetablesFull.jpg,
Mix Vegetables Half,ProductUnit,6,"Inventory,Food,Restaurant,Chilli Bean Sauce,Vegeterian,Mix Vegetables,",215,,https://drive.google.com/file/d/133o32wUYWOfz8_iRsB3snjuWSJfhPpJ7/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/food20220304/MixVegetablesHalf.jpg,
Bean Curd,ProductType,7,"Inventory,Food,Restaurant,Chilli Bean Sauce,Vegeterian,",340,,https://drive.google.com/file/d/1_S_d0Ur2X1e3SQftf6PkJLoPPafn6olX/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/food20220304/BeanCurd.jpg,
Bean Curd Full,ProductUnit,8,"Inventory,Food,Restaurant,Chilli Bean Sauce,Vegeterian,Bean Curd,",340,,https://drive.google.com/file/d/1E8YdUnU3efI9D7xWlhIq0ByRpPBkWCSM/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/food20220304/BeanCurdFull.jpg,
Bean Curd Half,ProductUnit,9,"Inventory,Food,Restaurant,Chilli Bean Sauce,Vegeterian,Bean Curd,",215,,https://drive.google.com/file/d/1LJAT7z954IEeg7GPvAZ3ujlMTShAtVz7/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/food20220304/BeanCurdHalf.jpg,
Cottage Cheese,ProductType,10,"Inventory,Food,Restaurant,Chilli Bean Sauce,Vegeterian,",360,,https://drive.google.com/file/d/17icqGp9btB8-I1fvi9lCxWS7zUOyKZwD/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/food20220304/CottageCheese.jpg,
Cottage Cheese Full,ProductUnit,11,"Inventory,Food,Restaurant,Chilli Bean Sauce,Vegeterian,Cottage Cheese,",360,,https://drive.google.com/file/d/1Lg9kmwV6haSpEhaBGRUQddo73wC0KjW9/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/food20220304/CottageCheeseFull.jpg,
Cottage Cheese Half,ProductUnit,12,"Inventory,Food,Restaurant,Chilli Bean Sauce,Vegeterian,Cottage Cheese,",235,,https://drive.google.com/file/d/1Lg9kmwV6haSpEhaBGRUQddo73wC0KjW9/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/food20220304/CottageCheeseFull.jpg,
Broccoil Mushroom,ProductType,13,"Inventory,Food,Restaurant,Chilli Bean Sauce,Vegeterian,",340,,https://drive.google.com/file/d/1bbt48YC1-zuE77q-kAW8zNYlFO0euofq/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/food20220304/BroccoliMushroom.jpg,
Broccoil Mushroom Full,ProductUnit,14,"Inventory,Food,Restaurant,Chilli Bean Sauce,Vegeterian,Broccoil Mushroom,",340,,https://drive.google.com/file/d/1R4vrsMr0Kdw96f5EVeHUENXsXe13lSgC/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/food20220304/BroccoliMushroomFull.jpg,
Broccoil Mushroom Half,ProductUnit,15,"Inventory,Food,Restaurant,Chilli Bean Sauce,Vegeterian,Broccoil Mushroom,",215,,https://drive.google.com/file/d/1ULNzAD-TCygGw-8dLy4B8w8Edmm_W1TJ/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/food20220304/BroccoliMushroomHalf.jpg,
Assorted Vegetables & Bean Curd,ProductType,16,"Inventory,Food,Restaurant,Chilli Bean Sauce,Vegeterian,",340,,https://drive.google.com/file/d/1NuVfGe13ANU2ec20KoAg5H-8tSetq1rC/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/food20220304/AssortedVegetablesBeanCurd.jpg,
Assorted Vegetables & Bean Curd Full,ProductUnit,17,"Inventory,Food,Restaurant,Chilli Bean Sauce,Vegeterian,Assorted Vegetables & Bean Curd,",340,,https://drive.google.com/file/d/12UE1PxfcTWaaue8Jq2c8aB-PDNp9-3_7/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/food20220304/AssortedVegetablesBeanCurdFull.jpg,
Assorted Vegetables & Bean Curd Full,ProductUnit,18,"Inventory,Food,Restaurant,Chilli Bean Sauce,Vegeterian,Assorted Vegetables & Bean Curd,",215,,https://drive.google.com/file/d/12UE1PxfcTWaaue8Jq2c8aB-PDNp9-3_7/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/food20220304/AssortedVegetablesBeanCurdFull.jpg,
Vegetable Bails,ProductType,19,"Inventory,Food,Restaurant,Chilli Bean Sauce,Vegeterian,",335,,https://drive.google.com/file/d/1Gug7Y3EbjVsCt_yV1Gq7uQoMYKBDQ_m-/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/food20220304/VegetableBalls.jpg,
Vegetable Bails Full,ProductUnit,20,"Inventory,Food,Restaurant,Chilli Bean Sauce,Vegeterian,Vegetable Bails,",335,,https://drive.google.com/file/d/1GZ_nhxGB3KROHDMYpiWw4qvSkYfBOBSu/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/food20220304/VegetableBallsFull.jpg,
Vegetable Bails Half,ProductUnit,21,"Inventory,Food,Restaurant,Chilli Bean Sauce,Vegeterian,Vegetable Bails,",225,,https://drive.google.com/file/d/1kgI4tiXRYrvZ0hxHaFTeHhw_nLkyOhkZ/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/food20220304/VegetableBallsHalf.jpg,
Black Bean Sauce,ProductClass,1,"Inventory,Food,Restaurant,",,,https://drive.google.com/file/d/154KZmck3C6k6emHKLL1sM1YvE8n_VONl/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/food20220216/BlackBeanSauce.jpg,
Vegeterian,ProductLine,2,"Inventory,Food,Restaurant,Black Bean Sauce,",,,,,
NonVegeterian,ProductLine,3,"Inventory,Food,Restaurant,Black Bean Sauce,",,,,,
Mix Vegetable,ProductType,4,"Inventory,Food,Restaurant,Black Bean Sauce,Vegeterian,",340,,https://drive.google.com/file/d/1bCPEivgIo2NPhuhhL3nT0TDbp6-pm8Px/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/MixVegetable.jpg,
Mix Vegetable Full,ProductUnit,5,"Inventory,Food,Restaurant,Black Bean Sauce,Vegeterian,Mix Vegetable,",340,,https://drive.google.com/file/d/1Gug7Y3EbjVsCt_yV1Gq7uQoMYKBDQ_m-/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/food20220304/VegetableBalls.jpg,
Mix Vegetable Half,ProductUnit,6,"Inventory,Food,Restaurant,Black Bean Sauce,Vegeterian,Mix Vegetable,",215,,https://drive.google.com/file/d/1GZ_nhxGB3KROHDMYpiWw4qvSkYfBOBSu/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/food20220304/VegetableBallsFull.jpg,
Broccoli Mushroom Bean Curd,ProductType,7,"Inventory,Food,Restaurant,Black Bean Sauce,Vegeterian,",340,,https://drive.google.com/file/d/18iJFmWh-_DHBQxkHHpfVC37Nu40iJZ7u/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/food20220304/BroccoliMushroomBeanCurd.jpg,
Broccoli Mushroom Bean Curd Full,ProductUnit,8,"Inventory,Food,Restaurant,Black Bean Sauce,Vegeterian,Broccoli Mushroom Bean Curd,",340,,https://drive.google.com/file/d/1jdSl1Ra1Twuw_sPbye4tSkaU-SR6ypST/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/food20220304/BroccoliMushroomBeanCurdFull.jpg,
