label,nodeType,order,path,price,link,imageLink,description
Bhendi Fry,ProductType,42,"Inventory,Food,Restaurant,Entree,Vegeterian,",100,https://drive.google.com/file/d/1JuaS9-HeNYDddzgv255-ILPSG56AoNGt/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Vegeterian/BhendiFry.jpg,
Gobi Hyderabadi,ProductType,43,"Inventory,Food,Restaurant,Entree,Vegeterian,",130,https://drive.google.com/file/d/1g8teYH2K0gWO1lePUbx3gDRF0AWRww4L/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-4/GobiHyderabadi.jpg,
Maratha Baingan,ProductType,44,"Inventory,Food,Restaurant,Entree,Vegeterian,",110,https://drive.google.com/file/d/1590xbLsI8DdGruHGz8ZhCw64fWmCZwos/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-4/MarathaBaingan.jpg,
Malai Kofta,ProductType,45,"Inventory,Food,Restaurant,Entree,Vegeterian,",150,https://drive.google.com/file/d/1VLPs06se6YOpnFqheEoxjS2W43ntezp8/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/MalaiKofta.jpg,
Kaju Curry,ProductType,46,"Inventory,Food,Restaurant,Entree,Vegeterian,",130,https://drive.google.com/file/d/1gC6vM-RK8u99OSMQLKktR7ByUm1Jnk6W/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Vegeterian/KajuCurry.jpg,
Malai Methi,ProductType,47,"Inventory,Food,Restaurant,Entree,Vegeterian,",130,https://drive.google.com/file/d/1dhqUgiPWFB4Bozg5t3S1IfQlu37efKWn/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/MalaiMethi.jpg,
Kaju Mutter,ProductType,48,"Inventory,Food,Restaurant,Entree,Vegeterian,",130,https://drive.google.com/file/d/1ymElrIuLS4bjSiXj5HmiQhEOXxNVIwAu/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/KajuMutter.jpg,
Mushroom Plate,ProductType,49,"Inventory,Food,Restaurant,Entree,Vegeterian,",130,https://drive.google.com/file/d/1_TR9nlfm77nDPFRQAhL6tZJxk0ZG5wSv/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-4/MushroomPlate.jpg,
Veg Maratha,ProductType,50,"Inventory,Food,Restaurant,Entree,Vegeterian,",140,https://drive.google.com/file/d/11npxFNMHAT_8ZUmXoQfJPlwBvEI85GCn/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Veg-Maratha.jpg,
Diwani Handi,ProductType,51,"Inventory,Food,Restaurant,Entree,Vegeterian,",150,https://drive.google.com/file/d/1z02VX5lDgeZmFpZD3JvRPyC0UTGFxHvc/view?usp=sharing,,
Diwani Handi Half,ProductUnit,52,"Inventory,Food,Restaurant,Entree,Vegeterian,Diwani Handi,",150,https://drive.google.com/file/d/184xEIO4UyGnF254cPyqO84S86ab68VJG/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/DiwaniHandiHalf.jpg,
Veg Mutton Kurma,ProductType,53,"Inventory,Food,Restaurant,Entree,Vegeterian,",140, ,,
Methi Chaman,ProductType,54,"Inventory,Food,Restaurant,Entree,Vegeterian,",150,https://drive.google.com/file/d/1YDL_ZWxBeDWuL-Qo-GHM29lHVx48VGrf/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/MethiChaman.jpg,
Paneer Butter Masala,ProductType,55,"Inventory,Food,Restaurant,Entree,Vegeterian,",140,https://drive.google.com/file/d/1hxW4pcTbsHP6Ql9I_VfGsXwGKF6m006R/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/PaneerButterMasala.jpg,
Paneer Masala,ProductType,56,"Inventory,Food,Restaurant,Entree,Vegeterian,",120,https://drive.google.com/file/d/1qYwzOkLWokms8zuBp2TCUDb8DJfV9w2S/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/PaneerMasala.jpg,
Paneer (Cocktail) Kaju,ProductType,57,"Inventory,Food,Restaurant,Entree,Vegeterian,",140, ,,
Paneer Bhurji,ProductType,58,"Inventory,Food,Restaurant,Entree,Vegeterian,",150,https://drive.google.com/file/d/1LZZA3_svXkXtLnQWAZxfqenp_2-30QI-/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Vegeterian/PaneerBhurji.jpg,
Paneer Chilly,ProductType,59,"Inventory,Food,Restaurant,Entree,Vegeterian,",160,https://drive.google.com/file/d/1kCqkt77Pxcbez6FkI0cGxMSwSl6KLsdx/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/PaneerChilly.jpg,
Paneer 65,ProductType,60,"Inventory,Food,Restaurant,Entree,Vegeterian,",150,https://drive.google.com/file/d/18eQOtotfInWqsh70Rc6NLKcegEIaW-3Y/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Paneer65.jpg,
Paneer Patiyala,ProductType,61,"Inventory,Food,Restaurant,Entree,Vegeterian,",150,https://drive.google.com/file/d/1Qo49vPHnwNLKiiUxNnE9U3-FBF0_wAkj/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/PaneerPatiyala.jpg,
Paneer Tikka Masala,ProductType,62,"Inventory,Food,Restaurant,Entree,Vegeterian,",140,https://drive.google.com/file/d/1BmyxNFwPwf7zpalxZOSRuGMcKOWv1EoQ/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/PaneerTikkaMasala.jpg,
Shahi Paneer,ProductType,63,"Inventory,Food,Restaurant,Entree,Vegeterian,",140,https://drive.google.com/file/d/15ewjBYijJzsvJfnokYZXpXVvYnSXO8Qs/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/ShahiPaneer.jpg,
Palak Paneer,ProductType,64,"Inventory,Food,Restaurant,Entree,Vegeterian,",120,https://drive.google.com/file/d/15TSU15zdBHcKR9I_i1fBqvMPLl4_FgN7/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/PalakPaneer.jpg,
Paneer Handi,ProductType,65,"Inventory,Food,Restaurant,Entree,Vegeterian,",150,https://drive.google.com/file/d/16FIXd77bHP3EkwponZbxdiXpg0NC_-Vi/view?usp=sharing,,
Paneer Handi Half,ProductUnit,66,"Inventory,Food,Restaurant,Entree,Vegeterian,Paneer Handi,",150,https://drive.google.com/file/d/1b5o6W19e_ZZHNCZMZm9hFifLbpEQwIhT/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/PaneerHandiHalf.png,
Paneer Chatpata,ProductType,67,"Inventory,Food,Restaurant,Entree,Vegeterian,",140,https://drive.google.com/file/d/1f2BnH3LopWJiMTOcBVQClA84nrL8YHif/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/PaneerChatpata.jpg,
Paneer Dilruba,ProductType,68,"Inventory,Food,Restaurant,Entree,Vegeterian,",150,https://drive.google.com/file/d/1x7dpKVyHuVcC4LsR-3n3alV7jULuOqzH/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/PaneerDilruba.jpg,
Paneer Maratha,ProductType,69,"Inventory,Food,Restaurant,Entree,Vegeterian,",140,https://drive.google.com/file/d/1tBp8wjDwMPGxjNaqcSgi5mayVXE8LBt6/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/PaneerMaratha.jpg,
Paneer Mutter Masala,ProductType,70,"Inventory,Food,Restaurant,Entree,Vegeterian,",130,https://drive.google.com/file/d/1zQNidBco1JAqZN1U6h8DMbJEAX4XBEq_/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/PaneerMutterMasala.jpg,
Paneer Tawa Masala,ProductType,71,"Inventory,Food,Restaurant,Entree,Vegeterian,",150,https://drive.google.com/file/d/1uxGLZQOqbcJfX2ETzHna1EOanTslT9fu/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/PaneerTawaMasala.jpg,
Paneer Murtaj,ProductType,72,"Inventory,Food,Restaurant,Entree,Vegeterian,",150,https://drive.google.com/file/d/1uhi5tCIoXPFq3RwMcs5-pJtMlfxym3eC/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-4/PaneerMurtaj.jpg,
Paneer Methi,ProductType,73,"Inventory,Food,Restaurant,Entree,Vegeterian,",150,https://drive.google.com/file/d/1yZbXp8CmkFWykDob1hEeWfn2hMwVgfov/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/PaneerMethi.jpg,
Paneer Kadai,ProductType,74,"Inventory,Food,Restaurant,Entree,Vegeterian,",150,https://drive.google.com/file/d/1XGINKnRA5noOl2-dVsUXFUaDbO_Zft62/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Vegeterian/PaneerKadai.jpg,
Paneer Pahadi,ProductType,75,"Inventory,Food,Restaurant,Entree,Vegeterian,",150,https://drive.google.com/file/d/1LyUgPXhToUEpq6WJbocR5Ia4YyS30BLS/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/PaneerPahadi.jpg,
Paneer Kofta,ProductType,76,"Inventory,Food,Restaurant,Entree,Vegeterian,",150,https://drive.google.com/file/d/1KcYDcZ4QMe9pvL3rJhN3-ef5umFHRmhR/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Vegeterian/PaneerKofta.jpg,
Baingan Handi,ProductType,77,"Inventory,Food,Restaurant,Entree,Vegeterian,",200,https://drive.google.com/file/d/1cR72wSUR4FN07-KRDFc5R1_ti_xlSRvK/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-4/BainganHandi.jpg,
Diwani Handi,ProductType,78,"Inventory,Food,Restaurant,Entree,Vegeterian,",220,https://drive.google.com/file/d/1z02VX5lDgeZmFpZD3JvRPyC0UTGFxHvc/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/DiwaniHandi.jpg,
Paneer Hundi,ProductType,79,"Inventory,Food,Restaurant,Entree,Vegeterian,",260,https://drive.google.com/file/d/19iLvjI-Q6lvo5J9oh3I5mjpOHtBp1kuu/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/PaneerHundi.jpg,
Shevga Handi,ProductType,80,"Inventory,Food,Restaurant,Entree,Vegeterian,",260,https://drive.google.com/file/d/1NEWiOLsbB8aLm01SZzxkATVHXtUlJUNF/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Shevga-Handi.jpg,
Dal Vada Handi,ProductType,81,"Inventory,Food,Restaurant,Entree,Vegeterian,",220, ,,
Shimla Stock,ProductType,82,"Inventory,Food,Restaurant,Entree,Vegeterian,",200,,,
Kaju Butter Masala,ProductType,83,"Inventory,Food,Restaurant,Entree,Vegeterian,",130,https://drive.google.com/file/d/1ULj1N9QzMIqSlH4HyNyN-FNy0T5_RiY2/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/KajuButterMasala.jpg,
Kaju Kadai,ProductType,84,"Inventory,Food,Restaurant,Entree,Vegeterian,",140,https://drive.google.com/file/d/12vF_EJd5p4BhaPPa_ziJvri3xfJkeANs/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/KajuKadai.jpg,
Kaju Mushroom Masala,ProductType,85,"Inventory,Food,Restaurant,Entree,Vegeterian,",140,https://drive.google.com/file/d/1Ie-00bHo71zP9W2HbyyLaLNid9SsIzdb/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/KajuMushroomMasala.jpg,
Cheese Masala,ProductType,86,"Inventory,Food,Restaurant,Entree,Vegeterian,",140,https://drive.google.com/file/d/134NmWx0mULDwGv58SYegfPe3NqsPdieG/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/CheeseMasala.jpg,
Cheese Butter Masala,ProductType,87,"Inventory,Food,Restaurant,Entree,Vegeterian,",150,https://drive.google.com/file/d/1-pJqufQo5k3SI19rQAL1dqGE3EWZYzaq/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/PaneerButterMasala.jpg,
Cheese Paneer,ProductType,88,"Inventory,Food,Restaurant,Entree,Vegeterian,",150,https://drive.google.com/file/d/1gQSHiqlHXMX_-jnVqvenkbY7W0Vymu5B/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/CheesePaneer.jpg,
Veg Kolfari,ProductType,89,"Inventory,Food,Restaurant,Entree,Vegeterian,",120,https://drive.google.com/file/d/1XCBbsFzdzQ86VSl1Yb2BZhSpAGp75vrf/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Veg-Kolfari.jpg,
Veg Khima,ProductType,90,"Inventory,Food,Restaurant,Entree,Vegeterian,",130,https://drive.google.com/file/d/1HAKQE0yzFAFKhquILaZa-4WsrXJGKvpb/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Veg-Khima.jpg,
Veg Hyderabadi,ProductType,91,"Inventory,Food,Restaurant,Entree,Vegeterian,",140,https://drive.google.com/file/d/1dtA8kP58QPcqCFQMBbu9s16z4jT8xux9/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Veg-Hyderabadi.jpg,
Veg Pahadi,ProductType,92,"Inventory,Food,Restaurant,Entree,Vegeterian,",140,https://drive.google.com/file/d/1V7Yoq37rBMq94N1gcEgJrp-sk8sWjDZ9/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Veg-Pahadi.jpg,
Roti,ProductClass,1,"Inventory,Food,Restaurant,",,https://drive.google.com/file/d/1x6gZ4Q7wVOFVo1bP4pT594jcrC0bHQhc/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Roti.jpg,
Vegeterian,ProductLine,2,"Inventory,Food,Restaurant,Roti,",,,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Salad.jpg,
NonVegeterian,ProductLine,2,"Inventory,Food,Restaurant,Roti,",,,,
Fulka,ProductType,3,"Inventory,Food,Restaurant,Roti,Vegeterian,",12,https://drive.google.com/file/d/1lcYis2qBwe3NU3aUMvYU5SWem9r5svAh/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Fulka.jpg,
