label,nodeType,order,path,price,description,link,imageLink,Zomato
Mushroom Maratha,ProductType,29,"Inventory,Food,Restaurant,Entree,Vegeterian,",180,,https://drive.google.com/file/d/1AqqHvioA8ACjaPdC3nLhyXkoiIkpGKii/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/MushroomMaratha.jpg,210
Mushroom Tikka Masala,ProductType,30,"Inventory,Food,Restaurant,Entree,Vegeterian,",200,,https://drive.google.com/file/d/1F_W__hjFfmLLYymLRgQ_MtBQNSjUalfn/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/img-2/MushroomTikkaMasala.jpg,230
Matar Paneer Masala,ProductType,31,"Inventory,Food,Restaurant,Entree,Vegeterian,",180,,https://drive.google.com/file/d/1MR9i1dpEBaW-wai0HWN7hjI8ZpyQCQqx/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-3/MatarPaneerMasala.jpg,210
Veg Kolhapuri,ProductType,32,"Inventory,Food,Restaurant,Entree,Vegeterian,",170,,https://drive.google.com/file/d/1m1uzUXSxt9B7c1QZzLM8f5Xkfl5SnP3e/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/VegKolhapuri.jpg,190
Veg Hyderabadi,ProductType,33,"Inventory,Food,Restaurant,Entree,Vegeterian,",170,,https://drive.google.com/file/d/1dtA8kP58QPcqCFQMBbu9s16z4jT8xux9/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Veg-Hyderabadi.jpg,190
Mix Vegetable,ProductType,34,"Inventory,Food,Restaurant,Entree,Vegeterian,",160,,https://drive.google.com/file/d/1bCPEivgIo2NPhuhhL3nT0TDbp6-pm8Px/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/MixVegetable.jpg,180
Veg Handi,ProductType,35,"Inventory,Food,Restaurant,Entree,Vegeterian,",180,,https://drive.google.com/file/d/1OMBGMs1tQ-dGKZ241ojy_oozXgbRceTn/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Veg-Handi.jpg,200
Veg Kadai,ProductType,36,"Inventory,Food,Restaurant,Entree,Vegeterian,",180,,https://drive.google.com/file/d/1Qw5Oe1JTdDI6JvQhuyRuCTqULE1Jk_i8/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Veg-Kadai.jpg,
Aloo Matar Masala,ProductType,37,"Inventory,Food,Restaurant,Entree,Vegeterian,",140,,https://drive.google.com/file/d/1q3vYvwVtX5GgG2mLo1yG-OymHQbm_lm7/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/AlooMatarMasala.jpg,150
Green Peas Masala,ProductType,38,"Inventory,Food,Restaurant,Entree,Vegeterian,",140,,https://drive.google.com/file/d/1lFZ3npwGGcVr8CkPFRJngdVNnR0WOGZL/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/GreenPeasMasala.jpg,
Baigan Maratha,ProductType,39,"Inventory,Food,Restaurant,Entree,Vegeterian,",140,,https://drive.google.com/file/d/11nE-Q1fwt0KADsALw8DLsIN6XxpfW6nN/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-3/BaiganMaratha.jpg,
Baigan Bharta,ProductType,40,"Inventory,Food,Restaurant,Entree,Vegeterian,",180,,https://drive.google.com/file/d/1KDfimDOmvKJT-0PplaK058AVtionrKCa/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/BaiganBharta.jpg,
Bhendi Fry,ProductType,41,"Inventory,Food,Restaurant,Entree,Vegeterian,",150,,https://drive.google.com/file/d/1JuaS9-HeNYDddzgv255-ILPSG56AoNGt/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Vegeterian/BhendiFry.jpg,
Bhendi Masala,ProductType,42,"Inventory,Food,Restaurant,Entree,Vegeterian,",140,,https://drive.google.com/file/d/19fqIuFOUUhUgkG8ydZ2ZF_cSaIi2c7DT/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Vegeterian/BhendiMasala.jpg,
Lasooni Methi Fry,ProductType,43,"Inventory,Food,Restaurant,Entree,Vegeterian,",150,,,,
Lasooni Palak,ProductType,44,"Inventory,Food,Restaurant,Entree,Vegeterian,",140,,https://drive.google.com/file/d/1wd34tOiwEH40Y43ac6jmf4GIv7o_46mv/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/LasooniPalak.jpg,
Methi Masala,ProductType,45,"Inventory,Food,Restaurant,Entree,Vegeterian,",140,,https://drive.google.com/file/d/1dErgRMsOVhFdohv1aCOlsQvMfilDWgAc/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/MethiMasala.jpeg.crdownload.jpg,160
Shev Masala,ProductType,46,"Inventory,Food,Restaurant,Entree,Vegeterian,",140,,https://drive.google.com/file/d/1kmzr17WJgWjwC9AElOpht6xO4F5xvRaG/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/ShevMasala.jpg,160
Shevga Maratha,ProductType,47,"Inventory,Food,Restaurant,Entree,Vegeterian,",140,, ,,160
Tawa Besan,ProductType,48,"Inventory,Food,Restaurant,Entree,Vegeterian,",140,,https://drive.google.com/file/d/1CArwuE_kuHJJKpUhuQUQ0YQrQFCgiwhH/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Tawa-Besan.jpg,160
Dum Aloo Punjabi,ProductType,49,"Inventory,Food,Restaurant,Entree,Vegeterian,",190,,https://drive.google.com/file/d/1Qcg1S953FlM-nRpXqQqrBHTh_9sVUOgV/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/DumAlooPunjabi.jpg,210
Veg Makhanwala,ProductType,50,"Inventory,Food,Restaurant,Entree,Vegeterian,",190,,https://drive.google.com/file/d/18Eda-3mOCYFIWKcZiKfr_2unQaCzLgWr/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/VegMakhanwala.jpg,
Soyabean Masala,ProductType,51,"Inventory,Food,Restaurant,Entree,Vegeterian,",140,,https://drive.google.com/file/d/1XJaHLE_WmdYQz2tocg2xXzmrZfS11UJo/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Soyabean-Masala.jpg,
Dal Fry,ProductType,52,"Inventory,Food,Restaurant,Entree,Vegeterian,",130,,https://drive.google.com/file/d/1K8tvnEHHFvnC05dq2Qx-p-dJ1RZDhOaK/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Vegeterian/DalFry.jpg,150
Jeera Dal,ProductType,53,"Inventory,Food,Restaurant,Entree,Vegeterian,",130,,https://drive.google.com/file/d/1EJ7aQXFCzNGyeOGe3YgKlynwaIM20zh1/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/JeeraDal.jpg,150
Dal Tadka,ProductType,54,"Inventory,Food,Restaurant,Entree,Vegeterian,",140,,https://drive.google.com/file/d/14RUwq8nVglapT24psGzGu5oLTx-UOZB7/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Vegeterian/DalTadka.jpg,160
Dal Kolhapuri,ProductType,55,"Inventory,Food,Restaurant,Entree,Vegeterian,",150,,https://drive.google.com/file/d/1xrOq7mnzkFDeljYtoKkbDC4HMKFbZsJH/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/DalKolhapuri.jpg,170
Dal palak,ProductType,56,"Inventory,Food,Restaurant,Entree,Vegeterian,",140,,https://drive.google.com/file/d/1g_Mioux3e6z1OOkqVDYIDisygH6as6td/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/dalpalak.jpg,160
Dal Methi,ProductType,57,"Inventory,Food,Restaurant,Entree,Vegeterian,",140,,https://drive.google.com/file/d/1nq9PyofwK5-hx9Dl-eJYxx9rubFxJeiX/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/DalMethi.jpg,160
Roti and Naan,ProductClass,1,"Inventory,Food,Restaurant,",,,,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Roti.jpg,
Vegeterian,ProductLine,2,"Inventory,Food,Restaurant,Roti and Naan,",,,,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Salad.jpg,
NonVegetarian ,ProductLine,3,"Inventory,Food,Restaurant,Roti and Naan,",,,,,
Plain Roti,ProductType,4,"Inventory,Food,Restaurant,Roti and Naan,Vegeterian,",20,,https://drive.google.com/file/d/1lpgtZxsyudaFRIbJ8IvgxI93Z97hC8DS/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-3/PlainRoti.jpg,30
Butter Roti,ProductType,5,"Inventory,Food,Restaurant,Roti and Naan,Vegeterian,",25,,https://drive.google.com/file/d/1PNULLWY7VuyeG2a34qt5BEKw-7DMFTNG/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Vegeterian/ButterRoti.jpg,35
Butter Naan,ProductType,6,"Inventory,Food,Restaurant,Roti and Naan,Vegeterian,",60,,https://drive.google.com/file/d/1MtQMs3CTx3V8aidYwZMPC4fkYQr9cYrr/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/ButterNaan.jpg,70
Plain Naan,ProductType,7,"Inventory,Food,Restaurant,Roti and Naan,Vegeterian,",45,,https://drive.google.com/file/d/1cOVChB-wFJ-btAeUzmzYbpaOTBXnAyBg/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/PlainNaan.jpg,60
Butter Kulcha,ProductType,8,"Inventory,Food,Restaurant,Roti and Naan,Vegeterian,",50,,https://drive.google.com/file/d/11DOuIe86RXOgEGTqVwSJtZUPheewt2Ih/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Vegeterian/ButterKulcha.jpg,70
Plain Kulcha,ProductType,9,"Inventory,Food,Restaurant,Roti and Naan,Vegeterian,",40,,https://drive.google.com/file/d/1kDBOpqSsSJgNRmi0kCEEbDlMGyfP0KZ4/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/PlainKulcha.jpg,60
Laccha Kulcha,ProductType,10,"Inventory,Food,Restaurant,Roti and Naan,Vegeterian,",60,,https://drive.google.com/file/d/1gegOWYtArDmg-4cViPJTMDo3yWYg3ZLE/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/img-2/LacchaKulcha.jpg,
Plain Garlic Naan,ProductType,11,"Inventory,Food,Restaurant,Roti and Naan,Vegeterian,",60,,https://drive.google.com/file/d/13wQHa4WrXNayWw5MkzzqFxEeiF1n2RN9/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-3/PlainGarlicNaan.jpg,75
Butter Garlic Naan,ProductType,12,"Inventory,Food,Restaurant,Roti and Naan,Vegeterian,",70,,https://drive.google.com/file/d/1fYXPvQ68vTePbGlJuHKrW-cEOqmlma44/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/ButterGarlicNaan.jpg,90
Plain Chapati,ProductType,13,"Inventory,Food,Restaurant,Roti and Naan,Vegeterian,",20,,https://drive.google.com/file/d/1kKIoDtV7AAgYmxwK-b6vrPff8xRbh_v2/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-3/PlainChapati.jpg,30
Butter Chapati,ProductType,14,"Inventory,Food,Restaurant,Roti and Naan,Vegeterian,",25,,https://drive.google.com/file/d/1caizJDjMx1SJWxFLCQo3mIbbJRJ5ynbR/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/ButterChapati.jpg.crdownload.jpg,35
Jwari Roti,ProductType,15,"Inventory,Food,Restaurant,Roti and Naan,Vegeterian,",30,,https://drive.google.com/file/d/1ghlueYEr8Nks48O-_F4Qp7XYJKCXm8V5/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/JwariRoti.jpg,
Rice,ProductClass,1,"Inventory,Food,Restaurant,",,,,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Rice.jpg,
Vegeterian,ProductLine,2,"Inventory,Food,Restaurant,Rice,",,,,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Salad.jpg,
NonVegetarian ,ProductLine,3,"Inventory,Food,Restaurant,Rice,",,,,,
Kashmiri Pulav,ProductType,4,"Inventory,Food,Restaurant,Rice,Vegeterian,",170,,https://drive.google.com/file/d/1WS70TmGf55XCNXOHfWjWGGCbVLxicy6b/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/KashmiriPulav.jpg,
Vegetable Pulav,ProductType,5,"Inventory,Food,Restaurant,Rice,Vegeterian,",170,,https://drive.google.com/file/d/11HmHDAsYeus5vqYspXVhC-INhWaVrNDF/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-3/VegetablePulav.jpg,
Masala Rice,ProductType,6,"Inventory,Food,Restaurant,Rice,Vegeterian,",150,,https://drive.google.com/file/d/1f42W8I8vF2MKOR1_NEpVKeDqUYYxbwXH/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/MasalaRice.jpg,170
Paneer Pulav,ProductType,7,"Inventory,Food,Restaurant,Rice,Vegeterian,",170,,https://drive.google.com/file/d/177oVJEjOHWvKtQ8TAV3cU-UbI53mhWE/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/PaneerPulav.jpg,
Vegetable Biryani,ProductType,8,"Inventory,Food,Restaurant,Rice,Vegeterian,",170,,https://drive.google.com/file/d/1SBTQ77ds4OUYPSvd9cIrUWniDegOqMEo/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-3/VegetableBiryani.jpg,200
Veg Dum Biryani,ProductType,9,"Inventory,Food,Restaurant,Rice,Vegeterian,",200,,https://drive.google.com/file/d/1fLE6KXsd8-zNpOZZaPc6e4eDtSLmQjr8/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/VegDumBiryani.jpg,230
Paneer Tikka Biryani,ProductType,10,"Inventory,Food,Restaurant,Rice,Vegeterian,",200,,https://drive.google.com/file/d/1pJa5xKxvodEXUD-bgSIexuSRC3OlejXY/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/PaneerTikkaBiryani.jpg,230
Dal Khichdi,ProductType,11,"Inventory,Food,Restaurant,Rice,Vegeterian,",150,,https://drive.google.com/file/d/1eYgIjQw-U3ZGT8GEPhcg9KZJWnc7BvLu/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/DalKhichdi.jpg,170
Palak Khichdi,ProductType,12,"Inventory,Food,Restaurant,Rice,Vegeterian,",150,,https://drive.google.com/file/d/1vZtmV-BC0j41rmRmP_dM_d7IU137_7sc/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-3/PalakKhichdi.jpg,170
Curd Rice,ProductType,13,"Inventory,Food,Restaurant,Rice,Vegeterian,",140,,https://drive.google.com/file/d/1vBvzMDzVFIOmHhoFGfSV2bWWfqhHbujJ/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Vegeterian/CurdRice.jpg,160
Steam Rice,ProductType,14,"Inventory,Food,Restaurant,Rice,Vegeterian,",100,,https://drive.google.com/file/d/1JwfmCVcMa9KTZbWP9pCn79TsIEWL0c1s/view?usp=sharing,,
Steam Rice Full,ProductUnit,15,"Inventory,Food,Restaurant,Rice,Vegeterian,Steam Rice,",100,,https://drive.google.com/file/d/1RmdWMYUP-cS6cEoP47C4jrzK-XbS_o86/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/SteamRiceFull.jpg,
Steam Rice Half,ProductUnit,16,"Inventory,Food,Restaurant,Rice,Vegeterian,Steam Rice,",70,,https://drive.google.com/file/d/1rz5zXPIQGSpQfEGwxkotCPgigfE2dDqK/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Steam-Rice-Half.jpg,
Jeera Rice,ProductType,17,"Inventory,Food,Restaurant,Rice,Vegeterian,",120,,https://drive.google.com/file/d/1-GF04qtXF6mVP48_0ek2Qj07ZNbdnEES/view?usp=sharing,,
Jeera Rice Full,ProductUnit,18,"Inventory,Food,Restaurant,Rice,Vegeterian,Jeera Rice,",120,,https://drive.google.com/file/d/1XWi_RFUxoXm7T2NMDEQrUBKa57-mY2EL/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/JeeraRiceFull.gif,
Jeera Rice Half,ProductUnit,19,"Inventory,Food,Restaurant,Rice,Vegeterian,Jeera Rice,",80,,https://drive.google.com/file/d/1gab5eRuLll1Ed8DokZQ1FuTko20Esbwa/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/JeeraRiceHalf.jpg,100
Veg Fried Rice,ProductType,20,"Inventory,Food,Restaurant,Rice,Vegeterian,",140,,https://drive.google.com/file/d/1bz2y7h_zxW5FIwkPU1ouPFuPXrxVdyrI/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Veg-Fried-Rice.jpg,160
Veg Schezwan Fried Rice,ProductType,21,"Inventory,Food,Restaurant,Rice,Vegeterian,",160,,https://drive.google.com/file/d/1i4sLAmwV7ByQqxTBDx1VFC3PWNxqB3a5/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/VegSchezwanFriedRice.jpg,180
Veg Triple Sezwan Rice,ProductType,22,"Inventory,Food,Restaurant,Rice,Vegeterian,",200,, ,,
Mushroom Fried Rice,ProductType,23,"Inventory,Food,Restaurant,Rice,Vegeterian,",180,,https://drive.google.com/file/d/1ug9oS8LJ95Dkj08WP98vHH878TYsVFA6/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/MushroomFriedRice.jpg,200
Paneer Fried Rice,ProductType,24,"Inventory,Food,Restaurant,Rice,Vegeterian,",180,,https://drive.google.com/file/d/1R1J0DyulHnwUFaB2liMQ2_7qtsXnJ0QK/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Vegeterian/PaneerFriedRice.jpg,200
Breakfast,ProductClass,1,"Inventory,Food,Restaurant,",,,,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/categoryimages3/Breakfast.jpg,
Vegeterian,ProductLine,2,"Inventory,Food,Restaurant,Breakfast,",,,,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Salad.jpg,
NonVegetarian ,ProductLine,3,"Inventory,Food,Restaurant,Breakfast,",,,,,
Shabudana Khichdi,ProductType,4,"Inventory,Food,Restaurant,Breakfast,Vegeterian,",70,,https://drive.google.com/file/d/1zc5ozHe7HImrrNsI95c0Bge4BGf1PS-v/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Shabudana-Khichdi.jpg,
Finger Chips,ProductType,5,"Inventory,Food,Restaurant,Breakfast,Vegeterian,",80,,https://drive.google.com/file/d/1WqsZvM7FYMNNTf5L-ia1UO8zPhtnxOAt/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Vegeterian/FingerChips.jpg,
Malai Basundi,ProductType,6,"Inventory,Food,Restaurant,Breakfast,Vegeterian,",60,,https://drive.google.com/file/d/1XzGYmOve9CKijYvkOTNRaVUO7_HZatCc/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-3/MalaiBasundi.jpg,70
Mango Mastani,ProductType,7,"Inventory,Food,Restaurant,Breakfast,Vegeterian,",120,,https://drive.google.com/file/d/1x1W3-4w0CLGLlbwKYCXVTc1dCDP448KA/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/MangoMastani.jpg,140
Sandwich,ProductClass,1,"Inventory,Food,Restaurant,",,,,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Sandwich.jpg,
